Id,Rk,Mp,W,D,L,Pts,season,Club_id,League_id
896,16,38,10,10,18,40,2008-2009,100,2
897,17,38,11,7,20,40,2008-2009,101,2
898,18,38,8,13,17,37,2008-2009,102,2
899,19,38,9,10,19,37,2008-2009,86,2
900,20,38,7,5,26,26,2008-2009,95,2
901,1,38,23,9,6,78,2009-2010,80,2
902,2,38,20,12,6,72,2009-2010,78,2
903,3,38,20,11,7,71,2009-2010,83,2
904,4,38,21,7,10,70,2009-2010,91,2
905,5,38,20,9,9,69,2009-2010,93,2
906,6,38,19,7,12,64,2009-2010,81,2
907,7,38,16,10,12,58,2009-2010,105,2
908,8,38,15,10,13,55,2009-2010,79,2
909,9,38,14,11,13,53,2009-2010,92,2
910,10,38,14,10,14,52,2009-2010,106,2
911,11,38,12,12,14,48,2009-2010,85,2
912,12,38,13,9,16,48,2009-2010,104,2
913,13,38,12,11,15,47,2009-2010,88,2
914,14,38,12,11,15,47,2009-2010,99,2
915,15,38,11,11,16,44,2009-2010,87,2
916,16,38,11,8,19,41,2009-2010,82,2
917,17,38,10,10,18,40,2009-2010,101,2
918,18,38,8,8,22,32,2009-2010,100,2
919,19,38,7,10,21,31,2009-2010,108,2
920,20,38,5,8,25,23,2009-2010,107,2
921,1,38,21,13,4,76,2010-2011,91,2
922,2,38,18,14,6,68,2010-2011,80,2
923,3,38,17,13,8,64,2010-2011,78,2
924,4,38,15,15,8,60,2010-2011,88,2
925,5,38,17,7,14,58,2010-2011,82,2
926,6,38,15,11,12,56,2010-2011,92,2
927,7,38,12,15,11,51,2010-2011,81,2
928,8,38,14,8,16,50,2010-2011,99,2
929,9,38,10,19,9,49,2010-2011,83,2
930,10,38,12,13,13,49,2010-2011,101,2
931,11,38,12,13,13,49,2010-2011,105,2
932,12,38,10,18,10,48,2010-2011,106,2
933,13,38,13,9,16,48,2010-2011,104,2
934,14,38,12,11,15,47,2010-2011,93,2
935,15,38,11,13,14,46,2010-2011,102,2
936,16,38,11,13,14,46,2010-2011,109,2
937,17,38,11,13,14,46,2010-2011,87,2
938,18,38,9,17,12,44,2010-2011,79,2
939,19,38,7,14,17,35,2010-2011,85,2
940,20,38,3,11,24,20,2010-2011,110,2
941,1,38,25,7,6,82,2011-2012,93,2
942,2,38,23,10,5,79,2011-2012,88,2
943,3,38,21,11,6,74,2011-2012,91,2
944,4,38,19,7,12,64,2011-2012,78,2
945,5,38,16,13,9,61,2011-2012,81,2
946,6,38,17,9,12,60,2011-2012,92,2
947,7,38,16,9,13,57,2011-2012,101,2
948,8,38,15,11,12,56,2011-2012,99,2
949,9,38,13,11,14,50,2011-2012,111,2
950,10,38,12,12,14,48,2011-2012,80,2
951,11,38,11,12,15,45,2011-2012,104,2
952,12,38,12,7,19,43,2011-2012,106,2
953,13,38,10,12,16,42,2011-2012,87,2
954,14,38,11,9,18,42,2011-2012,82,2
955,15,38,8,17,13,41,2011-2012,109,2
956,16,38,9,14,15,41,2011-2012,94,2
957,17,38,9,12,17,39,2011-2012,105,2
958,18,38,9,11,18,38,2011-2012,102,2
959,19,38,9,9,20,36,2011-2012,112,2
960,20,38,7,13,18,34,2011-2012,83,2
961,1,38,25,8,5,83,2012-2013,88,2
962,2,38,21,8,9,71,2012-2013,80,2
963,3,38,19,10,9,67,2012-2013,78,2
964,4,38,18,10,10,64,2012-2013,87,2
965,5,38,16,15,7,63,2012-2013,101,2
966,6,38,16,14,8,62,2012-2013,91,2
967,7,38,13,16,9,55,2012-2013,81,2
968,8,38,14,11,13,53,2012-2013,105,2
969,9,38,15,7,16,52,2012-2013,93,2
970,10,38,13,12,13,51,2012-2013,99,2
971,11,38,12,12,14,48,2012-2013,106,2
972,12,38,13,8,17,47,2012-2013,89,2
973,13,38,13,7,18,46,2012-2013,92,2
974,14,38,10,13,15,43,2012-2013,113,2
975,15,38,10,11,17,41,2012-2013,82,2
976,16,38,10,10,18,40,2012-2013,111,2
977,17,38,9,15,14,40,2012-2013,94,2
978,18,38,9,11,18,38,2012-2013,104,2
979,19,38,8,13,17,37,2012-2013,97,2
980,20,38,8,5,25,29,2012-2013,109,2
981,1,38,27,8,3,89,2013-2014,88,2
982,2,38,23,11,4,80,2013-2014,79,2
983,3,38,20,11,7,71,2013-2014,91,2
984,4,38,20,9,9,69,2013-2014,101,2
985,5,38,17,10,11,61,2013-2014,78,2
986,6,38,16,12,10,60,2013-2014,80,2
987,7,38,13,14,11,53,2013-2014,81,2
988,8,38,13,10,15,49,2013-2014,105,2
989,9,38,12,13,13,49,2013-2014,99,2
990,10,38,13,10,15,49,2013-2014,89,2
991,11,38,12,12,14,48,2013-2014,113,2
992,12,38,11,13,14,46,2013-2014,92,2
993,13,38,12,10,16,46,2013-2014,86,2
994,14,38,11,11,16,44,2013-2014,111,2
995,15,38,8,18,12,42,2013-2014,93,2
996,16,38,11,9,18,42,2013-2014,84,2
997,17,38,12,6,20,42,2013-2014,87,2
998,18,38,10,10,18,40,2013-2014,82,2
999,19,38,7,8,23,29,2013-2014,106,2
1000,20,38,4,11,23,23,2013-2014,94,2
1001,1,38,24,11,3,83,2014-2015,88,2
1002,2,38,22,9,7,75,2014-2015,78,2
1003,3,38,20,11,7,71,2014-2015,79,2
1004,4,38,21,6,11,69,2014-2015,80,2
1005,5,38,19,12,7,69,2014-2015,101,2
1006,6,38,17,12,9,63,2014-2015,81,2
1007,7,38,16,8,14,56,2014-2015,93,2
1008,8,38,16,8,14,56,2014-2015,91,2
1009,9,38,13,11,14,50,2014-2015,92,2
1010,10,38,15,4,19,49,2014-2015,84,2
1011,11,38,13,9,16,48,2014-2015,87,2
1012,12,38,12,11,15,47,2014-2015,89,2
1013,13,38,12,10,16,46,2014-2015,102,2
1014,14,38,11,12,15,45,2014-2015,86,2
1015,15,38,12,8,18,44,2014-2015,113,2
1016,16,38,12,7,19,43,2014-2015,105,2
1017,17,38,12,6,20,42,2014-2015,99,2
1018,18,38,11,4,23,37,2014-2015,111,2
1019,19,38,7,9,22,30,2014-2015,98,2
1020,20,38,7,8,23,29,2014-2015,85,2
1021,1,38,30,6,2,96,2015-2016,88,2
1022,2,38,19,8,11,65,2015-2016,78,2
1023,3,38,17,14,7,65,2015-2016,79,2
1024,4,38,18,9,11,63,2015-2016,87,2
1025,5,38,15,15,8,60,2015-2016,91,2
1026,6,38,17,7,14,58,2015-2016,101,2
1027,7,38,16,6,16,54,2015-2016,102,2
1028,8,38,13,13,12,52,2015-2016,92,2
1029,9,38,13,11,14,50,2015-2016,114,2
1030,10,38,14,8,16,50,2015-2016,89,2
1031,11,38,12,14,12,50,2015-2016,81,2
1032,12,38,14,7,17,49,2015-2016,93,2
1033,13,38,10,18,10,48,2015-2016,80,2
1034,14,38,12,12,14,48,2015-2016,86,2
1035,15,38,11,13,14,46,2015-2016,105,2
1036,16,38,11,11,16,44,2015-2016,84,2
1037,17,38,9,13,16,40,2015-2016,99,2
1038,18,38,10,9,19,39,2015-2016,113,2
1039,19,38,8,13,17,37,2015-2016,115,2
1040,20,38,3,9,26,18,2015-2016,97,2
1041,1,38,30,5,3,95,2016-2017,79,2
1042,2,38,27,6,5,87,2016-2017,88,2
1043,3,38,22,12,4,78,2016-2017,87,2
1044,4,38,21,4,13,67,2016-2017,78,2
1045,5,38,17,11,10,62,2016-2017,80,2
1046,6,38,15,14,9,59,2016-2017,81,2
1047,7,38,14,9,15,51,2016-2017,86,2
1048,8,38,12,14,12,50,2016-2017,101,2
1049,9,38,12,14,12,50,2016-2017,92,2
1050,10,38,14,8,16,50,2016-2017,84,2
1051,11,38,13,7,18,46,2016-2017,91,2
1052,12,38,13,7,18,46,2016-2017,114,2
1053,13,38,10,14,14,44,2016-2017,99,2
1054,14,38,11,10,17,43,2016-2017,98,2
1055,15,38,10,9,19,39,2016-2017,93,2
1056,16,38,8,13,17,37,2016-2017,112,2
1057,17,38,10,7,21,37,2016-2017,102,2
1058,18,38,10,6,22,36,2016-2017,105,2
1059,19,38,9,8,21,35,2016-2017,104,2
1060,20,38,8,10,20,34,2016-2017,89,2
1061,1,38,29,6,3,93,2017-2018,88,2
1062,2,38,24,8,6,80,2017-2018,79,2
1063,3,38,23,9,6,78,2017-2018,78,2
1064,4,38,22,11,5,77,2017-2018,80,2
1065,5,38,16,10,12,58,2017-2018,92,2
1066,6,38,16,7,15,55,2017-2018,81,2
1067,7,38,15,10,13,55,2017-2018,101,2
1068,8,38,15,9,14,54,2017-2018,87,2
1069,9,38,14,10,14,52,2017-2018,86,2
1070,10,38,11,18,9,51,2017-2018,93,2
1071,11,38,13,9,16,48,2017-2018,112,2
1072,12,38,12,11,15,47,2017-2018,84,2
1073,13,38,12,9,17,45,2017-2018,116,2
1074,14,38,9,14,15,41,2017-2018,114,2
1075,15,38,9,11,18,38,2017-2018,90,2
1076,16,38,10,8,20,38,2017-2018,102,2
1077,17,38,10,8,20,38,2017-2018,91,2
1078,18,38,9,10,19,37,2017-2018,99,2
1079,19,38,9,6,23,33,2017-2018,97,2
1080,20,38,6,8,24,26,2017-2018,98,2
1081,1,38,29,4,5,91,2018-2019,88,2
1082,2,38,22,9,7,75,2018-2019,91,2
1083,3,38,21,9,8,72,2018-2019,78,2
1084,4,38,19,9,10,66,2018-2019,101,2
1085,5,38,18,7,13,61,2018-2019,80,2
1086,6,38,15,14,9,59,2018-2019,93,2
1087,7,38,15,11,12,56,2018-2019,87,2
1088,8,38,13,16,9,55,2018-2019,113,2
1089,9,38,15,8,15,53,2018-2019,117,2
1090,10,38,13,13,12,52,2018-2019,92,2
1091,11,38,11,16,11,49,2018-2019,90,2
1092,12,38,13,9,16,48,2018-2019,86,2
1093,13,38,10,16,12,46,2018-2019,114,2
1094,14,38,10,11,17,41,2018-2019,81,2
1095,15,38,9,11,18,38,2018-2019,116,2
1096,16,38,8,14,16,38,2018-2019,99,2
1097,17,38,8,12,18,36,2018-2019,79,2
1098,18,38,9,7,22,34,2018-2019,112,2
1099,19,38,7,12,19,33,2018-2019,102,2
1100,20,38,5,12,21,27,2018-2019,84,2
1101,1,27,22,2,3,68,2019-2020,88,2
1102,2,28,16,8,4,56,2019-2020,80,2
1103,3,28,15,5,8,50,2019-2020,92,2
1104,4,28,15,4,9,49,2019-2020,91,2
1105,5,28,11,8,9,41,2019-2020,87,2
1106,6,28,10,11,7,41,2019-2020,113,2
1107,7,28,11,7,10,40,2019-2020,78,2
1108,8,28,11,7,10,40,2019-2020,93,2
1109,9,28,11,7,10,40,2019-2020,79,2
1110,10,27,11,5,11,38,2019-2020,90,2
1111,11,28,11,6,11,39,2019-2020,114,2
1112,12,28,9,10,9,37,2019-2020,81,2
1113,13,28,11,4,13,37,2019-2020,86,2
1114,14,28,8,10,10,34,2019-2020,109,2
1115,15,28,8,10,10,34,2019-2020,98,2
1116,16,28,7,9,12,30,2019-2020,112,2
1117,17,28,8,6,14,30,2019-2020,101,2
1118,18,28,7,6,15,27,2019-2020,117,2
1119,19,28,4,11,13,23,2019-2020,116,2
1120,20,28,3,4,21,13,2019-2020,99,2
1121,1,38,24,11,3,83,2020-2021,91,2
1122,2,38,26,4,8,82,2020-2021,88,2
1123,3,38,24,6,8,78,2020-2021,79,2
1124,4,38,22,10,6,76,2020-2021,78,2
1125,5,38,16,12,10,60,2020-2021,80,2
1126,6,38,16,10,12,58,2020-2021,92,2
1127,7,38,15,12,11,57,2020-2021,85,2
1128,8,38,14,12,12,54,2020-2021,93,2
1129,9,38,15,7,16,52,2020-2021,87,2
1130,10,38,12,11,15,47,2020-2021,98,2
1131,11,38,12,10,16,46,2020-2021,101,2
1132,12,38,13,6,19,45,2020-2021,81,2
1133,13,38,12,8,18,44,2020-2021,114,2
1134,14,38,9,15,14,42,2020-2021,113,2
1135,15,38,11,9,18,42,2020-2021,90,2
1136,16,38,11,9,18,42,2020-2021,105,2
1137,17,38,11,8,19,41,2020-2021,109,2
1138,18,38,9,13,16,40,2020-2021,86,2
1139,19,38,9,8,21,35,2020-2021,117,2
1140,20,38,4,9,25,21,2020-2021,112,2
1141,1,38,26,8,4,86,2021-2022,88,2
1142,2,38,21,8,9,71,2021-2022,80,2
1143,3,38,20,9,9,69,2021-2022,79,2
1144,4,38,20,6,12,66,2021-2022,92,2
1145,5,38,20,7,11,66,2021-2022,87,2
1146,6,38,17,12,9,63,2021-2022,90,2
1147,7,38,17,11,10,62,2021-2022,85,2
1148,8,38,17,11,10,61,2021-2022,78,2
1149,9,38,15,10,13,55,2021-2022,86,2
1150,10,38,14,13,11,55,2021-2022,91,2
1151,11,38,13,9,16,48,2021-2022,109,2
1152,12,38,11,13,14,46,2021-2022,113,2
1153,13,38,12,7,19,43,2021-2022,93,2
1154,14,38,10,11,17,41,2021-2022,114,2
1155,15,38,9,11,18,38,2021-2022,97,2
1156,16,38,8,12,18,36,2021-2022,105,2
1157,17,38,9,9,20,36,2021-2022,118,2
1158,18,38,7,11,20,32,2021-2022,101,2
1159,19,38,6,13,19,31,2021-2022,98,2
1160,20,38,6,13,19,31,2021-2022,81,2
