Id,Player,Position,Nationality_Id
90265,Oscar Osuna,??,175
90266,Suarez Aurelio,??,175
90267,Antonio Pascual,??,175
90268,Jesus Mane,??,175
90269,Javi López,FW,1
90270,Paulinho,"FW,MF",2
90271,Sergio Mendiguchia,FW,175
90272,Sebas Moyano,??,175
90273,Jaylan Hankins,GK,134
90274,Nauzet Yeray,??,175
90275,Angel Sanchez Armas,??,175
90276,Diogo Maria,??,175
90277,Jaime Borja,??,175
90278,Jose Augusto,??,175
90279,Anibal Abrante,??,175
90280,Jose Santana,??,175
90281,Alfonso Poncho,??,175
90282,Medina Aday,??,175
90283,Betencor Dani,??,175
90284,Gerardo,"FW,MF",1
90285,Máyor,FW,1
90286,Federico Marin,??,175
90287,Juan Pardo,??,175
90288,Juan Ramon,??,175
90289,Sergio Vera,??,175
90290,Bejarano Luis,??,175
90291,Mario Turdó,FW,5
90292,Diego Municio,??,175
90293,Iu Ranera,MF,1
90294,Leonardo Rocha,FW,3
90295,Amores,MF,1
90296,Jaume Duran,??,1
90297,Matías Ballini,MF,5
90298,Jordi Pecas,??,175
90299,Michael Olunga,"FW,MF",38
90300,Adrián Turmo,FW,175
90301,Jandro,FW,175
90302,Dawda Camara,FW,94
90303,Unai Hernandez,MF,175
90304,Javito Lopez,??,1
90305,Iñaki Santiago,DF,1
90306,Idrissa Doumbia,MF,35
90307,Gustavo Abizanda,MF,175
90308,Kieran O'Hara,GK,99
90309,Mazeed Ogungbo,DF,99
90310,David Dunn,MF,175
90311,Russell Griffiths,GK,6
90312,Tyler Dibling,MF,6
90313,Cameron Humphreys,DF,6
90314,Claudio Gomes,MF,4
90315,Brad Friedel,??,75
90316,Jermie Sivi,MF,175
90317,Ross Worner,GK,6
90318,John Sullivan,GK,175
90319,Recco Hackett-Fairchild,??,175
90320,Daniel Kanu,FW,175
90321,Tyreece Campbell,MF,175
90322,Nathan Harvey,GK,175
90323,Jacob Roddy,DF,175
90324,Josh Dacres-Cogley,??,175
90325,Ross Killock,DF,6
90326,Hugo Díaz,DF,1
90327,Alex Finney,DF,6
90328,Jeff King,??,175
90329,D'Neal Richards,DF,6
90330,Max Conway,MF,175
90331,Mitchell Henry,MF,175
90332,Matthew Tweedley,MF,175
90333,Joe Powell,MF,6
90334,Gonçalo Cardoso,DF,3
90335,Cheikh Sidya Diaby,FW,4
90336,Quevin Castro,FW,175
90337,Richie Ryan,MF,99
90338,Trai Hume,"DF,MF",121
90339,Zac Johnson,MF,175
90340,Craig Westcarr,"FW,MF",6
90341,Daniel Smith,DF,6
90342,Harvey Hughes,DF,175
90343,Toby Steward,??,175
90344,Harry Worley,DF,6
90345,Jonny Maddison,GK,6
90346,Elliott Moore,DF,6
90347,Thanawat Suengchitthawon,MF,112
90348,Kasey McAteer,MF,6
90349,Adam Proudlock,FW,175
90350,Yerson Mosquera,DF,19
90351,James Storer,GK,175
90352,Ben Kudjodji,FW,175
90353,Diego Cavalieri,GK,2
90354,Brandon Pierrick,"MF,FW",6
90355,Alfie Payne,MF,6
90356,Harry McHugh,FW,175
90357,Martin Butler,FW,175
90358,Dan Lincoln,??,6
90359,Liam Kelly,??,175
90360,Kelvin Abrefa,DF,175
90361,Rashawn Scott,MF,6
90362,Louie Holzman,MF,175
90363,﻿Alec Chamberlain,GK,175
90364,Jamie Hand,MF,175
90365,Gary Fisken,??,175
90366,Sam Swonnell,??,175
90367,Jermaine Darlington,"DF,MF",175
90368,Piero Mingoia,MF,6
90369,Kamil Conteh,MF,129
90370,Marvin Robinson,FW,6
90371,Przemyslaw Kazimierczak,??,175
90372,Omari Kellyman,MF,175
90373,Jermaine Palmer,FW,6
90374,Dan Malone,MF,18
90375,Steve Burton,DF,6
90376,David Reeves,??,175
90377,Michael Price,DF,175
90378,Stevland Angus,DF,6
90379,Harry Wood,FW,175
90380,﻿Dean West,DF,175
90381,Robert Clare,??,6
90382,Matthewy Shaw,??,175
90383,Daniel Milton,GK,44
90384,Michael Cain,MF,175
90385,Luke Mariette,MF,175
90386,Gareth Phillips,??,175
90387,Leon Hylton,??,175
90388,Neil Sharp,??,175
90389,Jason Keaveny,??,175
90390,David Moss,MF,175
90391,Stuart Roberts,MF,18
90392,Jamie Rewbury,??,175
90393,Joël Piroe,"FW,MF",11
90394,Azeem Abdullah,MF,175
90395,Joel Cotterill,MF,18
90396,Doudou,MF,175
90397,Ben Walshe,??,175
90398,Éric Sabin,FW,175
90399,Steven Caulker,??,175
90400,Lewis Walker,FW,6
90401,?????,??,175
90402,Amos Foyewa,??,175
90403,James Rowe,??,175
90404,Ryan Moss,??,175
90405,Billy Franks,??,175
90406,Matthew Finlay,??,175
90407,Carl Pettefer,MF,175
90408,Steven Gregory,MF,175
90409,Robbie Pethick,DF,175
90410,Wayne Henderson,GK,99
90411,Jonny Dixon,FW,175
90412,Scott Chamberlain,??,175
90413,Mark Wright,MF,6
90414,Cristian Baz,"FW,MF",5
90415,David González,GK,19
90416,Jon Dyson,DF,175
90417,Tony Carss,MF,175
90418,Aaron Hardy,DF,175
90419,Dean Heffernan,DF,42
90420,Daniel Carr,FW,123
90421,Anderson,DF,2
90422,Cenk Özkacar,DF,15
90423,Tiago Ribeiro,MF,3
90424,Alexis Pradie,??,175
90425,Anthony Flachi,??,175
90426,Djim Ngom,FW,175
90427,Cédrick Fiston,FW,175
90428,David Sambissa,DF,69
90429,Junior Mwanga,DF,4
90430,Nathan Sinkala,"DF,MF",136
90431,Luther Archimède,??,56
90432,Hermann Tebily,FW,4
90433,Aurélien Capoue,MF,175
90434,Mouhameth Sané,DF,34
90435,Auriol Guillaume,DF,175
90436,Yannick Baret,MF,4
90437,Quentin Rouger,??,175
90438,Malick Seck,??,175
90439,Maxence Carlier,??,175
90440,Mamadou Camara,MF,34
90441,Soilhyo Mété,FW,175
90442,Alexandre Wroblewski,??,175
90443,Lohann Doucet,"MF,DF",4
90444,Malik Sellouki,"FW,MF",175
90445,Théo Pionnier,DF,4
90446,Julien Chevalier,??,175
90447,Bryan M'Bango,??,175
90448,Steve M'Bida,??,175
90449,Samuel Inkoom,"DF,MF",17
90450,Jean-Louis Carlotti,GK,4
90451,Alexandre Jourda,DF,4
90452,Guemissongui Ouattara,??,175
90453,John Jairo Ruiz,"FW,MF",22
90454,Exauce Mpembele Boula,FW,4
90455,Michaël Citony,MF,175
90456,Thierry Gathuessi,"DF,MF",36
90457,Mickaël Llorente,??,4
90458,Hervé Sekli,GK,4
90459,David Jaureguiberry,??,4
90460,Gaspar Azevedo,DF,3
90461,Jean-Toussaint Moretti,??,175
90462,Vincent Erard,??,175
90463,Toufik Guerabis,??,175
90464,Cedric Orengo,??,175
90465,Pierre Moracchini,??,175
90466,Pierre-François Moracchini,??,175
90467,Antonie Mela,??,175
90468,Cheick Timite,??,175
90469,Alexandre Ramalingom,??,175
90470,Cyril N'Diba,??,36
90471,Ahmed Mohamed Saïd,??,175
90472,Brice Jovial,FW,175
90473,Chris Ntangu,??,175
90474,Dramane Kone,??,175
90475,Sebastien Flochon,??,175
90476,Mazire Soula,??,175
90477,Mohamed Koné,??,175
90478,Alain Liri,FW,35
90479,Emanuel Patrick Vaz,??,175
90480,Cédric Collet,"FW,MF",175
90481,Ante Rožić,DF,16
90482,Matija Smrekar,FW,16
90483,Muharrem Aktas,MF,15
90484,Julien Michelet,DF,4
90485,Neupocoussek Mendy,FW,34
90486,Diaranké Fofana,DF,4
90487,Yannick Nomede,??,175
90488,Alexandre Dujeux,DF,4
90489,Yan Kaye,??,175
90490,Banhie Zoukrou,DF,4
90491,Benjamin Nicaise,MF,4
90492,Milan Thomas,MF,4
90493,Thierry Steimetz,MF,175
90494,Amido Baldé,FW,93
90495,Djibril Dianessy,MF,4
90496,Ulick Lupede,DF,175
90497,Redouan Boulgroune,??,175
90498,Fernando Miranda,FW,48
90499,Patrick Douglas,DF,47
90500,Jorginho,MF,93
90501,Elhadji Dieye,"MF,FW",34
90502,Saidi Ntibazonkiza,"MF,FW",98
90503,Ali Abdi,"MF,DF",46
90504,Cédric Gimenez,??,175
90505,Fiston Kuku,??,175
90506,Paul Kessany,MF,69
90507,Dieudonne Bikoyoi,??,175
90508,Amed Davy Sylla,FW,35
90509,Manuel Sene,??,175
90510,Sofiane Hama,??,175
90511,Benjamin Mas,??,175
90512,Yanis Akeb Daoud,MF,4
90513,Jordan Gil,GK,4
90514,Romain Chouleur,MF,4
90515,Tosin Dosunmu,FW,52
90516,Alban Joinel,GK,175
90517,Antoine Buron,MF,4
90518,Lamine Doumbouya,MF,74
90519,Aurelian Chițu,"FW,MF",51
90520,Nicolas Delion,??,175
90521,Guillaume Dore,??,175
90522,Corentin Laurent,GK,4
90523,Lucas Pouliquen,??,175
90524,Redouane Settaout,DF,4
90525,Raphaël Gherardi,MF,4
90526,Paul Bourdelle,GK,4
90527,Manuel de Iriondo,MF,5
90528,Youssoupha Bamba,"MF,FW",175
90529,Christopher Benkada,??,175
90530,Belony Dumas,DF,97
90531,Mathieu Mion,DF,4
90532,﻿Anthony Oyono,DF,69
90533,Jordan Lebacle,??,175
90534,Victor Rousseau,??,175
90535,Jason Ranneaud,??,175
90536,Beni Nkololo,??,175
90537,Cheick Bangoura,FW,74
90538,Jérémie Clément,DF,4
90539,Jean M'Bessa,FW,36
90540,Oualid Orinel,??,175
90541,Gino van Kessel,"FW,MF",125
90542,Amine Oudrhiri,MF,26
90543,Martin Pike,??,175
90544,Pape Ibra M'Boup,MF,34
90545,Amaury Borel,GK,175
90546,Aaron Appindangoyé,DF,69
90547,Florian Danho Seke,FW,4
90548,Théo Louis,GK,4
90549,Lucas Royes,GK,4
90550,Malek Chergui,??,175
90551,Jérôme Martin,"DF,MF",175
90552,Hakeem Achour,??,175
90553,El Hamel,??,175
90554,Christopher Joufreau,??,175
90555,Erwan Maury,MF,4
90556,Enzo Breviglieri,GK,4
90557,Moussa Bana,DF,36
90558,Nabil Ouarguini,??,175
90559,Mathéo Petitgenet,GK,4
90560,Ismaël Dramé,DF,4
90561,Ibrahim Rachidi,DF,111
90562,Lucas Rastello,GK,4
90563,Charly Serreri,GK,4
90564,Jean-David Uras,??,175
90565,﻿Malick Lopy,DF,34
90566,Anthony Menard,DF,4
90567,Nacerdine Rouabah,FW,37
90568,Nestor Kodjia,??,175
90569,Ulrick Eneme,FW,69
90570,Rafael Bandeira,"MF,DF",3
90571,Owen Géne,MF,4
90572,Matthieu Rongier,GK,4
90573,Jeremy Posteraro,??,175
90574,Tarrek Bensaid,??,175
90575,Ibrahim Alioui,??,175
90576,Mickael Gas,??,175
90577,Cedric Njiki,??,175
90578,Bastien Theral,??,175
90579,Tony Briançon,??,175
90580,Kevin Denkey,??,175
90581,Miguel Goncalves,??,175
90582,Souleiman Djabour,??,175
90583,Antoine Jouan,??,175
90584,Mehddy Latreche,??,175
90585,Aboubakar Sidibe,??,175
90586,Nathan Vitré,DF,4
90587,Hiroki Ito,DF,54
90588,Mitsuru Maruoka,MF,54
90589,Philip Sprint,GK,13
90590,Cimo Röcker,DF,13
90591,Richard Strebinger,GK,24
90592,Julian Rieckmann,DF,13
90593,Lee Donggyeong,MF,30
90594,Bojan Neziri,DF,28
90595,Jan Wellers,DF,13
90596,Stefan Frühbeis,??,13
90597,Ahmed Shoukri,??,175
90598,Ribamar,FW,2
90599,David Hundertmark,GK,13
90600,Thorsten Nehrbauer,MF,13
90601,Famana Quizera,MF,3
90602,Tom Gaal,DF,13
90603,Robert Lechleiter,"FW,MF",13
90604,Tino Semmer,FW,13
90605,Ondřej Smetana,FW,175
90606,Jakob Gesien,DF,13
90607,Paul Wiese,MF,13
90608,Osman Atilgan,MF,13
90609,Sascha Wolfert,FW,13
90610,Raphael Sallinger,GK,24
90611,Sebastian Schoof,FW,13
90612,Michel Vlap,"MF,FW",11
90613,Herbert Obele,MF,13
90614,Christian Wiesner,??,13
90615,Thomas Reichenberger,FW,13
90616,Heiko Schwarz,MF,13
90617,Tobias Hasse,DF,13
90618,Beg Ferati,DF,39
90619,Constantin Frommann,GK,13
90620,Niclas Thiede,GK,13
90621,Guus Til,FW,11
90622,Sahverdi Cetin,MF,13
90623,Elias Bördner,GK,13
90624,Robert Voloder,DF,49
90625,Roland Müller,GK,90
90626,Scooby Wright,??,75
90627,George Mbwando,DF,131
90628,Edwin Bediako,??,175
90629,Fabian Ewertz,??,175
90630,Denis Pozder,FW,49
90631,David Bors,FW,13
90632,Christian Hassa,??,13
90633,Mamadou Kante,??,175
90634,Christian Kritzer,??,13
90635,Radek Špiláček,"DF,MF",84
90636,Ferdi Gunther,??,175
90637,Marcel Andrijanić,MF,49
90638,Serkan Dursun,FW,13
90639,Jakov Medić,"DF,MF",16
90640,Niklas Jessen,MF,13
90641,Torsten Traub,DF,13
90642,Daniel Klein,GK,13
90643,Stephan Sieger,MF,13
90644,Róbert Boženík,"FW,MF",70
90645,Carsten Birk,??,13
90646,Dario Dabac,DF,175
90647,Benedikt Zahn,FW,13
90648,Mario Šubarić,DF,13
90649,Torsten Sümnich,??,13
90650,René Wegner,DF,13
90651,Rene Huneck,??,175
90652,Sergej Schmik,DF,13
90653,Yasin Kocatepe,"FW,MF",13
90654,Massimo Ornatelli,MF,9
90655,Michele Cordi,GK,9
90656,Jannis Heuer,"DF,FW",13
90657,Michael Udebuluzor,FW,52
90658,Matthias Heckenberger,MF,13
90659,Joël Mall,GK,39
90660,Solomon Bonnah,DF,11
90661,Silvio Patz,??,175
90662,Dino Popov,??,175
90663,Nicky Taubert,??,175
90664,Pascal Wedemann,??,175
90665,Franco Orlando Vezzoni,MF,9
90666,Leonardo Araújo,"DF,MF",2
90667,Mathías Cardaccio,MF,8
90668,Giorgio Spizzichino,??,175
90669,Filippo Mattiuzzo,??,175
90670,Geremy Broh,??,175
90671,Mirko Esposito,??,175
90672,Ange-Yoan Bonny,FW,4
90673,Simone Pafundi,FW,9
90674,Lorenzo Crisanto,GK,9
90675,Amir Feratovič,MF,32
90676,Andrea Turato,??,9
90677,Nicolo Bodini,??,175
90678,Andrea Gaspari,??,175
90679,Marco Martinarini,??,175
90680,Mauro Bonaccorsi,??,175
90681,Federico Ciasca,??,175
90682,Antonio Magli,DF,9
90683,Antonio Picci,??,175
90684,Nicolo Ragnoli,??,175
90685,Nicolo Quaggiotto,??,175
90686,Mhando Said,??,175
90687,Luca Milanesi,??,175
90688,Mattia Viviani,??,175
90689,Michele Boldrini,??,175
90690,Alessio Lo,??,175
90691,Marco Baldan,??,175
90692,Alessio Garofalo,DF,9
90693,Flavio Sulejmani,FW,78
90694,Luca Ferrari,??,175
90695,Nicolo Scalini,??,175
90696,Giacomo Ferrari,??,9
90697,Fabio Di Venanzio,??,9
90698,Luca Baldo,??,175
90699,Paolo Ricchi,??,175
90700,Marco Nicoletti,??,175
90701,Mattia Spezzani,??,175
90702,Francesco Velardi,??,175
90703,Salvatore Fiandaca,??,175
90704,Nascimento William,??,175
90705,Michele Trombetta,??,175
90706,Alessandro Gatto,??,175
90707,Gianluca Zucchini,??,175
90708,Davide Schiuma,GK,9
90709,Andrei Chiriac,GK,51
90710,Mirko Bertoncini,??,175
90711,Manuel Caponi,??,175
90712,Niky Agnorelli,??,175
90713,Piero Arcidiacono,??,175
90714,Tony D'Amico,??,175
90715,Jasmin Handanović,GK,32
90716,Marco Imperiale,??,175
90717,Liberato Cacace,DF,126
90718,Ilyas Zeytulayev,??,175
90719,Ousmane Sy,??,74
90720,Alessandro Bernardini,??,175
90721,Mattia Maita,??,175
90722,Giovanni Zandrini,??,175
90723,﻿Paolo Baiocco,??,175
90724,Marco Condemi,??,175
90725,Federico Carrizo,??,175
90726,Riccardo Ammirati,??,175
90727,Francesco Perrone,??,175
90728,Aldo Bezzon,MF,9
90729,Mario Paura,DF,175
90730,Emanuele Foti,DF,175
90731,Khadim Diop,FW,175
90732,Yuri Breviario,??,175
90733,Jacopo Sassi,GK,9
90734,Ruggero Radice,??,9
90735,Giuseppe D'Agostino,??,175
90736,Matteo Girometta,??,175
90737,Damiano Moscardi,??,9
90738,Filippo Sambugaro,??,175
90739,Mirko Barocelli,??,175
90740,Samuele Dragoni,??,175
90741,Daniele Bottazzi,MF,175
90742,Nicolò Criscione,GK,175
90743,Giorgio Siani,FW,9
90744,Valerio Anane,GK,175
90745,Davide Casali,MF,175
90746,Jorge Horacio Serna,FW,19
90747,Alfredo Femiano,??,175
90748,Alessandro Colasante,??,9
90749,Luca Tino,??,175
90750,Cataldo Graziano,??,175
90751,Fabrizio Castelnuovo,??,175
90752,Alessandro Comentale,MF,9
90753,Niccolò Curti,DF,9
90754,Giuseppe Le,??,175
90755,Manuel Cicconi,??,175
90756,Michele Mandelli,??,175
90757,Marco Briganti,DF,9
90758,Nicolò Rota,MF,9
90759,Elia Di Giuliomaria,DF,9
90760,Claudio Patti Pochintesta,??,175
90761,Liborio Bongiovanni,??,175
90762,Alessandro Campo,??,175
90763,Umberto Miello,??,175
90764,Facundo Lescano,FW,5
90765,Andrei Anton,DF,9
90766,Mattia Roselli,??,175
90767,Alessandro Corallo,??,175
90768,Giuseppe Negro,??,175
90769,Massimo Schirone,MF,9
90770,Catalin Burnete,??,175
90771,Mohammed Aliyu,FW,52
90772,Michael Ventre,FW,9
90773,Manuel Perri,FW,175
90774,Niccolò Bonechi,DF,175
90775,Jacopo Cecconi,DF,175
90776,Tommaso Fontana,MF,175
90777,Francesco Frosinini,FW,175
90778,Andrea Sensitivi,MF,175
90779,Gladestony,MF,2
90780,Stefano Mundula,??,175
90781,Daniele Fortunato,??,175
90782,Matteo Rossi,??,175
90783,Giovanni Langella,??,175
90784,Fabio Di,??,175
90785,Dario Arcuri,??,175
90786,Kris Thackray,DF,6
90787,Gianclaudio Lori,GK,9
90788,Matteo Adamo,MF,9
90789,Giuseppe Polizzi,GK,9
90790,Emanuele Malerba,DF,9
90791,Lorenzo Regis,FW,175
90792,Carlo Tassoni,DF,9
90793,Paolo Cotroneo,??,175
90794,Alessio Mordaga,??,175
90795,Alessio Del,??,175
90796,Tommaso Biasci,??,175
90797,Elia Bruzzi,??,175
90798,Matteo Cipriani,??,175
90799,Paolo Regoli,??,175
90800,Paolo Mancini,??,175
90801,Sebastiano Pinna,??,9
90802,Riccardo Gavioli,??,175
90803,Fabio Vignati,??,175
90804,Andrea D'Aniello,GK,9
90805,Michele Bacis,??,9
90806,Carlo Cherubini,??,9
90807,Marco Andreotti,??,175
90808,Massimo Cicconi,??,9
90809,Tomás Reymão,MF,3
90810,Rafik Zekhnini,MF,21
90811,Fabrizio Caracciolo,??,9
90812,Nicola Cingolani,??,175
90813,Marco Ascenzi,??,175
90814,Giovanni Amodeo,??,175
90815,Valerio Carboni,??,175
90816,Andrea Ciotti,??,175
90817,Giuseppe Caraviello,??,175
90818,Daniele Coccia,??,175
90819,Andrea Ghidini,??,175
90820,Simone Gigli,??,175
90821,Massimo Melucci,??,9
90822,Matteo Camillini,??,175
90823,Steeve Gerard Fankà,??,36
90824,William Justino,??,175
90825,Mirko Pennesi,??,175
90826,Francesco Potenza,??,175
90827,Luca Cognigni,??,175
90828,Tommaso Morosini,??,175
90829,Fabio Conocchioli,??,175
