Id,Player,Nationality,Position,Game,Games Starts,Assists,Goals,season,Player_id,Club,Minutes,Minutes 90s,Yellow Card,Red Card,Club_Id,Nationality_Id,Player_Id_DB,club
,Tiago Mendes,pt POR,MF,34,21,3.0,4.0,2004-2005,5e0f7b89,Chelsea,"1,968",21.9,4.0,0.0,122.0,3.0,,Chelsea
,Joe Cole,eng ENG,MF,28,19,2.0,8.0,2004-2005,2c2f117b,Chelsea,"1,629",18.1,5.0,0.0,122.0,6.0,6151.0,Chelsea
,Didier Drogba,ci CIV,FW,26,18,5.0,10.0,2004-2005,945dea33,Chelsea,"1,632",18.1,2.0,0.0,122.0,35.0,6158.0,Chelsea
,Arjen Robben,nl NED,"FW,MF",18,14,9.0,7.0,2004-2005,09586899,Chelsea,"1,259",14.0,5.0,0.0,122.0,11.0,,Chelsea
,Glen Johnson,eng ENG,DF,17,13,2.0,0.0,2004-2005,8cceca90,Chelsea,"1,159",12.9,2.0,0.0,122.0,6.0,6152.0,Chelsea
,Wayne Bridge,eng ENG,DF,15,12,0.0,0.0,2004-2005,86b982bc,Chelsea,"1,150",12.8,0.0,0.0,122.0,6.0,6149.0,Chelsea
,Alexey Smertin,ru RUS,MF,16,11,0.0,0.0,2004-2005,006d419b,Chelsea,782,8.7,2.0,0.0,122.0,23.0,6159.0,Chelsea
,Mateja Kežman,rs SRB,FW,25,6,0.0,4.0,2004-2005,41985204,Chelsea,739,8.2,3.0,0.0,122.0,28.0,,Chelsea
,Geremi,cm CMR,"DF,MF",13,6,0.0,0.0,2004-2005,3571f3d1,Chelsea,592,6.6,1.0,0.0,122.0,36.0,,Chelsea
,Robert Huth,de GER,DF,10,6,0.0,0.0,2004-2005,0bd1ea64,Chelsea,541,6.0,0.0,0.0,122.0,13.0,6146.0,Chelsea
,Mikael Forssell,fi FIN,FW,5,4,1.0,0.0,2004-2005,1454df8d,Chelsea,351,3.9,0.0,0.0,122.0,83.0,6160.0,Chelsea
,Jiří Jarošík,cz CZE,"DF,MF",14,3,0.0,0.0,2004-2005,55ea6bb4,Chelsea,436,4.8,1.0,0.0,122.0,84.0,,Chelsea
,Celestine Babayaro,ng NGA,"DF,MF",4,3,1.0,0.0,2004-2005,dd4e6b97,Chelsea,292,3.2,1.0,0.0,122.0,52.0,,Chelsea
,Carlo Cudicini,it ITA,GK,3,3,0.0,0.0,2004-2005,df77463a,Chelsea,270,3.0,0.0,0.0,122.0,9.0,6132.0,Chelsea
,Scott Parker,eng ENG,MF,4,1,0.0,0.0,2004-2005,65faf2a1,Chelsea,128,1.4,1.0,0.0,122.0,6.0,,Chelsea
,Adrian Mutu,ro ROU,"FW,MF",2,0,1.0,0.0,2004-2005,7af7fbd8,Chelsea,51,0.6,0.0,0.0,122.0,51.0,6150.0,Chelsea
,Lenny Pidgeley,eng ENG,GK,1,0,,0.0,2004-2005,c2469d4e,Chelsea,9,0.1,0.0,0.0,122.0,6.0,6161.0,Chelsea
,Filipe Oliveira,pt POR,"DF,MF",1,0,,0.0,2004-2005,d0351477,Chelsea,7,0.1,0.0,0.0,122.0,3.0,6147.0,Chelsea
,Nuno Morais,pt POR,"DF,MF",2,0,0.0,0.0,2004-2005,b6170459,Chelsea,5,0.1,0.0,0.0,122.0,3.0,6162.0,Chelsea
,Anthony Grant,jm JAM,"DF,MF",1,0,,0.0,2004-2005,79b041fa,Chelsea,1,0.0,0.0,0.0,122.0,127.0,6163.0,Chelsea
,Steven Watt,sct SCO,DF,1,0,0.0,0.0,2004-2005,8b45e651,Chelsea,1,0.0,0.0,0.0,122.0,67.0,6164.0,Chelsea
,﻿John Terry,eng ENG,DF,36,36,0.0,4.0,2005-2006,68517cfd,Chelsea,"3,240",36.0,3.0,0.0,122.0,6.0,6140.0,Chelsea
,Frank Lampard,eng ENG,MF,35,35,8.0,16.0,2005-2006,268df6b1,Chelsea,"3,150",35.0,4.0,0.0,122.0,6.0,6131.0,Chelsea
,Petr Čech,cz CZE,GK,34,34,0.0,0.0,2005-2006,71672fa0,Chelsea,"3,015",33.5,1.0,0.0,122.0,84.0,,Chelsea
,William Gallas,fr FRA,DF,34,33,1.0,5.0,2005-2006,286fb7e0,Chelsea,"2,927",32.5,5.0,1.0,122.0,4.0,,Chelsea
,Claude Makélélé,fr FRA,MF,31,29,2.0,0.0,2005-2006,c27d01de,Chelsea,"2,544",28.3,7.0,0.0,122.0,4.0,8.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",31,27,1.0,2.0,2005-2006,d6577282,Chelsea,"2,459",27.3,5.0,0.0,122.0,17.0,110.0,Chelsea
,Joe Cole,eng ENG,MF,34,26,4.0,7.0,2005-2006,2c2f117b,Chelsea,"2,112",23.5,7.0,0.0,122.0,6.0,6151.0,Chelsea
,Asier del Horno,es ESP,DF,25,25,5.0,1.0,2005-2006,b525f4a,Chelsea,"2,046",22.7,1.0,0.0,122.0,1.0,,Chelsea
,Ricardo Carvalho,pt POR,DF,24,22,1.0,1.0,2005-2006,57e7081e,Chelsea,"1,975",21.9,6.0,1.0,122.0,3.0,89.0,Chelsea
,Arjen Robben,nl NED,"FW,MF",28,21,3.0,6.0,2005-2006,09586899,Chelsea,"1,759",19.5,3.0,2.0,122.0,11.0,,Chelsea
,Didier Drogba,ci CIV,FW,29,20,11.0,12.0,2005-2006,945dea33,Chelsea,"1,990",22.1,8.0,0.0,122.0,35.0,6158.0,Chelsea
,Hernán Crespo,ar ARG,FW,30,20,1.0,10.0,2005-2006,09089343,Chelsea,"1,673",18.6,1.0,0.0,122.0,5.0,,Chelsea
,Paulo Ferreira,pt POR,DF,21,18,1.0,0.0,2005-2006,4ca16d65,Chelsea,"1,666",18.5,1.0,0.0,122.0,3.0,6157.0,Chelsea
,Damien Duff,ie IRL,"FW,MF",28,18,4.0,3.0,2005-2006,057a6936,Chelsea,"1,586",17.6,3.0,0.0,122.0,99.0,,Chelsea
,Eiður Guðjohnsen,is ISL,"FW,MF",26,16,5.0,2.0,2005-2006,32fc9ff2,Chelsea,"1,547",17.2,2.0,0.0,122.0,40.0,,Chelsea
,Shaun Wright-Phillips,eng ENG,"FW,MF",27,10,3.0,0.0,2005-2006,1e0b05f,Chelsea,"1,009",11.2,0.0,0.0,122.0,6.0,6165.0,Chelsea
,Geremi,cm CMR,"DF,MF",15,8,0.0,2.0,2005-2006,3571f3d1,Chelsea,774,8.6,1.0,0.0,122.0,36.0,,Chelsea
,Robert Huth,de GER,DF,13,7,1.0,0.0,2005-2006,0bd1ea64,Chelsea,532,5.9,3.0,0.0,122.0,13.0,6146.0,Chelsea
,Glen Johnson,eng ENG,DF,4,4,0.0,0.0,2005-2006,8cceca90,Chelsea,330,3.7,1.0,0.0,122.0,6.0,6152.0,Chelsea
,Maniche,pt POR,MF,8,3,0.0,0.0,2005-2006,0355c8b5,Chelsea,334,3.7,0.0,1.0,122.0,3.0,,Chelsea
,Carlo Cudicini,it ITA,GK,4,3,0.0,0.0,2005-2006,df77463a,Chelsea,315,3.5,0.0,0.0,122.0,9.0,6132.0,Chelsea
,Lassana Diarra,fr FRA,MF,3,2,0.0,0.0,2005-2006,79584585,Chelsea,186,2.1,0.0,0.0,122.0,4.0,70.0,Chelsea
,Lenny Pidgeley,eng ENG,GK,1,1,0.0,0.0,2005-2006,c2469d4e,Chelsea,90,1.0,0.0,0.0,122.0,6.0,6161.0,Chelsea
,Carlton Cole,eng ENG,FW,9,0,0.0,0.0,2005-2006,51b2effb,Chelsea,224,2.5,2.0,0.0,122.0,6.0,6144.0,Chelsea
,Jimmy Smith,eng ENG,MF,1,0,,0.0,2005-2006,5ed1816c,Chelsea,10,0.1,0.0,0.0,122.0,6.0,6166.0,Chelsea
,﻿Frank Lampard,eng ENG,MF,37,36,10.0,11.0,2006-2007,268df6b1,Chelsea,"3,244",36.0,3.0,0.0,122.0,6.0,6131.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",33,33,3.0,2.0,2006-2007,d6577282,Chelsea,"2,970",33.0,5.0,0.0,122.0,17.0,110.0,Chelsea
,Didier Drogba,ci CIV,FW,36,32,4.0,20.0,2006-2007,945dea33,Chelsea,"2,944",32.7,9.0,0.0,122.0,35.0,6158.0,Chelsea
,Ricardo Carvalho,pt POR,DF,31,31,1.0,3.0,2006-2007,57e7081e,Chelsea,"2,641",29.3,6.0,0.0,122.0,3.0,89.0,Chelsea
,John Terry,eng ENG,DF,28,27,1.0,1.0,2006-2007,68517cfd,Chelsea,"2,414",26.8,3.0,1.0,122.0,6.0,6140.0,Chelsea
,Claude Makélélé,fr FRA,MF,29,26,0.0,1.0,2006-2007,c27d01de,Chelsea,"2,275",25.3,5.0,0.0,122.0,4.0,8.0,Chelsea
,Michael Ballack,de GER,MF,26,23,1.0,4.0,2006-2007,9d1b8b6b,Chelsea,"2,016",22.4,7.0,1.0,122.0,13.0,6167.0,Chelsea
,Andriy Shevchenko,ua UKR,FW,30,22,6.0,4.0,2006-2007,32eb0f30,Chelsea,"1,807",20.1,1.0,0.0,122.0,29.0,6168.0,Chelsea
,Ashley Cole,eng ENG,DF,23,21,2.0,0.0,2006-2007,be091289,Chelsea,"1,848",20.5,4.0,0.0,122.0,6.0,,Chelsea
,Petr Čech,cz CZE,GK,20,20,0.0,0.0,2006-2007,71672fa0,Chelsea,"1,715",19.1,1.0,0.0,122.0,84.0,,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",33,19,2.0,7.0,2006-2007,2042d931,Chelsea,"1,937",21.5,0.0,0.0,122.0,35.0,6169.0,Chelsea
,Paulo Ferreira,pt POR,DF,24,18,0.0,0.0,2006-2007,4ca16d65,Chelsea,"1,711",19.0,5.0,0.0,122.0,3.0,6157.0,Chelsea
,Wayne Bridge,eng ENG,DF,22,17,4.0,0.0,2006-2007,86b982bc,Chelsea,"1,547",17.2,1.0,0.0,122.0,6.0,6149.0,Chelsea
,Arjen Robben,nl NED,"FW,MF",21,16,4.0,2.0,2006-2007,09586899,Chelsea,"1,350",15.0,1.0,0.0,122.0,11.0,,Chelsea
,Geremi,cm CMR,"DF,MF",19,15,1.0,1.0,2006-2007,3571f3d1,Chelsea,"1,161",12.9,0.0,0.0,122.0,36.0,,Chelsea
,Shaun Wright-Phillips,eng ENG,"FW,MF",27,13,4.0,2.0,2006-2007,1e0b05f,Chelsea,"1,263",14.0,1.0,0.0,122.0,6.0,6165.0,Chelsea
,Henrique Hilário,pt POR,GK,11,11,0.0,0.0,2006-2007,0fbcbed1,Chelsea,990,11.0,0.0,0.0,122.0,3.0,6170.0,Chelsea
,John Obi Mikel,ng NGA,MF,22,10,3.0,0.0,2006-2007,424d5f72,Chelsea,952,10.6,5.0,1.0,122.0,52.0,6171.0,Chelsea
,Khalid Boulahrouz,nl NED,DF,13,10,0.0,0.0,2006-2007,9ccceabb,Chelsea,812,9.0,2.0,1.0,122.0,11.0,,Chelsea
,Carlo Cudicini,it ITA,GK,7,7,0.0,0.0,2006-2007,df77463a,Chelsea,630,7.0,0.0,0.0,122.0,9.0,6132.0,Chelsea
,Lassana Diarra,fr FRA,MF,10,7,0.0,0.0,2006-2007,79584585,Chelsea,557,6.2,3.0,0.0,122.0,4.0,70.0,Chelsea
,Joe Cole,eng ENG,MF,13,3,0.0,0.0,2006-2007,2c2f117b,Chelsea,472,5.2,3.0,0.0,122.0,6.0,6151.0,Chelsea
,Scott Sinclair,eng ENG,"FW,MF",2,1,0.0,0.0,2006-2007,273c483b,Chelsea,64,0.7,0.0,0.0,122.0,6.0,6172.0,Chelsea
,Ben Sahar,il ISR,"FW,MF",3,0,0.0,0.0,2006-2007,b87ec70,Chelsea,64,0.7,0.0,0.0,122.0,45.0,,Chelsea
,Nuno Morais,pt POR,"DF,MF",2,0,0.0,0.0,2006-2007,b6170459,Chelsea,18,0.2,0.0,0.0,122.0,3.0,6162.0,Chelsea
,Sam Hutchinson,eng ENG,"DF,MF",1,0,,0.0,2006-2007,800a3404,Chelsea,2,0.0,0.0,0.0,122.0,6.0,6173.0,Chelsea
,﻿Joe Cole,eng ENG,MF,33,28,5.0,7.0,2007-2008,2c2f117b,Chelsea,"2,468",27.4,5.0,0.0,122.0,6.0,6151.0,Chelsea
,Ashley Cole,eng ENG,DF,27,27,1.0,1.0,2007-2008,be091289,Chelsea,"2,413",26.8,4.0,1.0,122.0,6.0,,Chelsea
,Petr Čech,cz CZE,GK,26,26,0.0,0.0,2007-2008,71672fa0,Chelsea,"2,313",25.7,0.0,0.0,122.0,84.0,,Chelsea
,Salomon Kalou,ci CIV,"FW,MF",30,24,10.0,7.0,2007-2008,2042d931,Chelsea,"2,133",23.7,1.0,0.0,122.0,35.0,6169.0,Chelsea
,Michael Essien,gh GHA,"DF,MF",27,23,3.0,6.0,2007-2008,d6577282,Chelsea,"2,096",23.3,5.0,1.0,122.0,17.0,110.0,Chelsea
,Frank Lampard,eng ENG,MF,24,23,8.0,10.0,2007-2008,268df6b1,Chelsea,"1,955",21.7,4.0,1.0,122.0,6.0,6131.0,Chelsea
,John Terry,eng ENG,DF,23,23,1.0,1.0,2007-2008,68517cfd,Chelsea,"1,895",21.1,6.0,0.0,122.0,6.0,6140.0,Chelsea
,Alex,br BRA,DF,28,22,1.0,2.0,2007-2008,58721835,Chelsea,"2,072",23.0,4.0,0.0,122.0,2.0,6184.0,Chelsea
,John Obi Mikel,ng NGA,MF,29,21,0.0,0.0,2007-2008,424d5f72,Chelsea,"1,954",21.7,5.0,1.0,122.0,52.0,6171.0,Chelsea
,Ricardo Carvalho,pt POR,DF,21,21,0.0,1.0,2007-2008,57e7081e,Chelsea,"1,746",19.4,6.0,1.0,122.0,3.0,89.0,Chelsea
,Juliano Belletti,br BRA,"DF,MF",23,20,1.0,2.0,2007-2008,4432ca2,Chelsea,"1,919",21.3,5.0,0.0,122.0,2.0,,Chelsea
,Shaun Wright-Phillips,eng ENG,"FW,MF",27,20,4.0,2.0,2007-2008,1e0b05f,Chelsea,"1,647",18.3,1.0,0.0,122.0,6.0,6165.0,Chelsea
,Didier Drogba,ci CIV,FW,19,17,6.0,8.0,2007-2008,945dea33,Chelsea,"1,525",16.9,6.0,1.0,122.0,35.0,6158.0,Chelsea
,Michael Ballack,de GER,MF,18,16,1.0,7.0,2007-2008,9d1b8b6b,Chelsea,"1,410",15.7,5.0,0.0,122.0,13.0,6167.0,Chelsea
,Florent Malouda,fr FRA,"FW,MF",21,16,1.0,2.0,2007-2008,6fe6d820,Chelsea,"1,391",15.5,2.0,0.0,122.0,4.0,6174.0,Chelsea
,Paulo Ferreira,pt POR,DF,18,15,1.0,0.0,2007-2008,4ca16d65,Chelsea,"1,292",14.4,1.0,0.0,122.0,3.0,6157.0,Chelsea
,Claude Makélélé,fr FRA,MF,18,15,0.0,0.0,2007-2008,c27d01de,Chelsea,"1,221",13.6,1.0,0.0,122.0,4.0,8.0,Chelsea
,Tal Ben Haim,il ISR,DF,13,10,0.0,0.0,2007-2008,2277a390,Chelsea,"1,018",11.3,2.0,0.0,122.0,45.0,6175.0,Chelsea
,Nicolas Anelka,fr FRA,FW,14,10,5.0,1.0,2007-2008,931ed5e9,Chelsea,964,10.7,0.0,0.0,122.0,4.0,6176.0,Chelsea
,Carlo Cudicini,it ITA,GK,10,10,0.0,0.0,2007-2008,df77463a,Chelsea,900,10.0,0.0,0.0,122.0,9.0,6132.0,Chelsea
,Wayne Bridge,eng ENG,DF,11,9,1.0,0.0,2007-2008,86b982bc,Chelsea,818,9.1,0.0,0.0,122.0,6.0,6149.0,Chelsea
,Andriy Shevchenko,ua UKR,FW,17,8,1.0,5.0,2007-2008,32eb0f30,Chelsea,745,8.3,0.0,0.0,122.0,29.0,6168.0,Chelsea
,Steve Sidwell,eng ENG,MF,15,7,1.0,0.0,2007-2008,d083afd,Chelsea,518,5.8,1.0,0.0,122.0,6.0,6177.0,Chelsea
,Claudio Pizarro,pe PER,FW,21,4,1.0,2.0,2007-2008,54b6ee79,Chelsea,693,7.7,1.0,0.0,122.0,57.0,6178.0,Chelsea
,Henrique Hilário,pt POR,GK,3,2,0.0,0.0,2007-2008,0fbcbed1,Chelsea,207,2.3,0.0,0.0,122.0,3.0,6170.0,Chelsea
,Scott Sinclair,eng ENG,"FW,MF",1,0,0.0,0.0,2007-2008,273c483b,Chelsea,15,0.2,0.0,0.0,122.0,6.0,6172.0,Chelsea
,﻿Frank Lampard,eng ENG,MF,37,37,10.0,12.0,2008-2009,268df6b1,Chelsea,"3,257",36.2,3.0,1.0,122.0,6.0,6131.0,Chelsea
,Petr Čech,cz CZE,GK,35,35,0.0,0.0,2008-2009,71672fa0,Chelsea,"3,150",35.0,0.0,0.0,122.0,84.0,,Chelsea
,John Terry,eng ENG,DF,35,35,0.0,1.0,2008-2009,68517cfd,Chelsea,"3,076",34.2,7.0,2.0,122.0,6.0,6140.0,Chelsea
,José Bosingwa,pt POR,DF,34,34,3.0,2.0,2008-2009,13dd442f,Chelsea,"2,906",32.3,6.0,0.0,122.0,3.0,6179.0,Chelsea
,Ashley Cole,eng ENG,DF,34,33,1.0,1.0,2008-2009,be091289,Chelsea,"2,940",32.7,5.0,0.0,122.0,6.0,,Chelsea
,Nicolas Anelka,fr FRA,FW,37,33,2.0,19.0,2008-2009,931ed5e9,Chelsea,"2,913",32.4,0.0,0.0,122.0,4.0,6176.0,Chelsea
,John Obi Mikel,ng NGA,MF,34,33,2.0,0.0,2008-2009,424d5f72,Chelsea,"2,877",32.0,6.0,0.0,122.0,52.0,6171.0,Chelsea
,Florent Malouda,fr FRA,"FW,MF",31,24,5.0,6.0,2008-2009,6fe6d820,Chelsea,"2,021",22.5,3.0,0.0,122.0,4.0,6174.0,Chelsea
