Id,Player,Position,Nationality_id
20965,Federico Melchiorri,FW,9
20966,Kingsley Michael,"MF,FW",52
20967,Michele Cremonesi,DF,9
20968,Nicola Falasco,"DF,MF",9
20969,Pierre-Yves Ngawa,DF,27
20970,Marco Moscati,MF,9
20971,Marcello Falzerano,"MF,FW",9
20972,Gian Filippo Felicioli,"DF,MF",9
20973,Alessandro Bordin,MF,9
20974,Andrea Bianchimano,FW,9
20975,﻿Guglielmo Vicario,GK,9
20976,Filippo Sgarbi,DF,9
20977,Christian Capone,MF,9
20978,Mardochee Nzita,"DF,MF",27
20979,Paolo Fernandes,MF,1
20980,Andrea Fulignati,GK,9
20981,Romario Benzar,MF,51
20982,Mame Ndir,DF,34
20983,Marco Albertoni,GK,9
20984,Giuseppe Barone,MF,75
20985,Jonathan Liljedahl,FW,41
20986,Samuele Righetti,DF,9
20987,Matej Rodin,DF,16
20988,Lorenzo Ruggiero,GK,9
20989,Alberto Lunghi,MF,9
20990,Dimitris Sounas,"FW,MF",55
20991,Salvatore Burrai,MF,9
20992,Stefano Negro,DF,9
20993,Alessandro Tozzuolo,DF,9
20994,Carlo Crialese,DF,9
20995,Jacopo Murano,FW,9
20996,Salvatore Elia,FW,9
20997,Paolo Baiocco,GK,9
20998,Lorenzo Bocci,GK,9
20999,Francesco Lisi,MF,9
21000,Cristian Dell'Orco,DF,9
21001,Simone Santoro,MF,9
21002,Marcos Curado,DF,5
21003,Gabriele Ferrarini,MF,9
21004,Mirko Carretta,"FW,MF",9
21005,Gianmaria Zanandrea,DF,9
21006,Andrea Ghion,MF,9
21007,Andrea Beghetto,MF,9
21008,Manu Gyabuaa,MF,9
21009,Kalifa Manneh,MF,92
21010,Samuele Angori,DF,9
21011,Leon Baldi,DF,9
21012,Gábor Megyeri,GK,87
21013,Luca Moro,GK,9
21014,Andrea Zaccagno,GK,9
21015,﻿Gianluca Pagliuca,GK,9
21016,Michele Paramatti,DF,9
21017,Carlo Nervo,MF,9
21018,Leonardo Colucci,MF,9
21019,Christian Amoroso,MF,9
21020,Claudio Bellucci,FW,9
21021,Giuseppe Signori,FW,9
21022,Tomas Locatelli,"FW,MF",9
21023,Marco Zanchi,DF,9
21024,Paolo Vanoli,DF,9
21025,Vlado Šmit,DF,28
21026,Alessandro Frara,MF,9
21027,Emiliano Salvetti,MF,9
21028,Giacomo Cipriani,FW,9
21029,Luigi Della Rocca,FW,9
21030,Claudio Terzi,DF,9
21031,Roberto Goretti,MF,9
21032,Andrea Sussi,DF,9
21033,Fabio Pecchia,MF,9
21034,Massimo Loviso,MF,9
21035,Emanuele Troise,DF,9
21036,Gennaro Fragiello,FW,9
21037,Theodoros Zagorakis,MF,55
21038,Stefano Torrisi,DF,9
21039,Valentin Năstase,DF,51
21040,Ciro Capuano,DF,9
21041,Daniele Daino,DF,9
21042,Marco Ferrante,FW,9
21043,Jonatan Binotto,MF,9
21044,Luca Tedeschi,DF,9
21045,Luca Mezzano,DF,9
21046,Angelo Antonazzo,DF,9
21047,Lamberto Zauli,MF,9
21048,Nicola Mingazzini,MF,9
21049,Pasquale D'Aniello,DF,9
21050,Ivan Pedrelli,DF,9
21051,Emanuele Manitta,GK,9
21052,Emanuele Brioschi,DF,9
21053,Enrico Fantini,FW,9
21054,Tomas Danilevičius,FW,72
21055,Roberto Colombo,GK,9
21056,Davide Carrus,MF,9
21057,Riccardo Bonetto,"DF,MF",9
21058,Adaílton,FW,2
21059,Cristian Bucchi,FW,9
21060,Luigi Lavecchia,"DF,MF",9
21061,Simone Confalone,MF,9
21062,David Giubilato,DF,9
21063,Davide Colomba,MF,9
21064,Sergio Volpi,MF,9
21065,Davide Marchini,MF,9
21066,Diego Rodríguez Da Luz,"DF,MF",8
21067,Marco Bernacci,FW,9
21068,Dyego Coelho,DF,2
21069,Federico Casarini,MF,9
21070,﻿Daniele Portanova,DF,9
21071,Antonio Buscè,MF,9
21072,Luca Vigiani,MF,9
21073,Giacomo Tedesco,MF,9
21074,Henry Giménez,"FW,MF",8
21075,Rafael Santos,DF,2
21076,Alessandro Bassoli,DF,9
21077,Nicolò Cherubin,DF,9
21078,Andrea Esposito,DF,9
21079,Archimede Morleo,DF,9
21080,Jean-François Gillet,GK,27
21081,Mikael Antonsson,DF,41
21082,Lazaros Christodoulopoulos,"FW,MF",55
21083,Roger Carvalho,DF,2
21084,Mathías Abero,"DF,MF",8
21085,Jonatan Cristaldo,FW,5
21086,Erik Friberg,MF,41
21087,Ibson,MF,2
21088,Federico Rodríguez,FW,8
21089,﻿Karim Laribi,"FW,MF",46
21090,Daniele Cacia,FW,9
21091,Domenico Maietta,DF,9
21092,Ferdinando Coppola,GK,9
21093,Marios Oikonomou,DF,55
21094,Luca Ceccarelli,"DF,MF",9
21095,Marcel Büchel,MF,148
21096,Daniel Bessa,MF,9
21097,Gianluca Sansone,FW,9
21098,Alex Ferrari,DF,9
21099,Matteo Mancosu,FW,9
21100,Gennaro Troianiello,"FW,MF",9
21101,Luca Giannone,MF,9
21102,Rubén Bentancourt,FW,8
21103,Antonio Calabrese,FW,9
21104,Filippo Lombardi,GK,9
21105,Uroš Radaković,DF,28
21106,Mouhamadou Sarr,GK,34
21107,Nicolò Scalini,MF,9
21108,Godfred Donsah,MF,17
21109,Luca Rizzo,"FW,MF",9
21110,Erick Pulgar,MF,31
21111,Angelo da Costa Júnior,GK,2
21112,Lorenzo Crisetig,MF,9
21113,Marco Crimi,MF,9
21114,Aaron Tabacchi,FW,9
21115,Riccardo Cestaro,DF,9
21116,Vincenzo Silvestro,MF,9
21117,﻿Ladislav Krejčí,"FW,MF",84
21118,Ádám Nagy,MF,87
21119,Federico Di Francesco,"FW,MF",9
21120,Filip Helander,DF,41
21121,Bruno Petković,FW,16
21122,Fabrizio Brignani,DF,9
21123,Mattia Cozzari,MF,9
21124,Juan Manuel Valencia,MF,19
21125,Emanuele Monari,GK,9
21126,Federico Ravaglia,GK,9
21127,Giordano Trovade,MF,9
21128,Giancarlo González,DF,22
21129,Felipe Avenatti,FW,8
21130,Riccardo Orsolini,"FW,DF",9
21131,Cesar Falletti,"MF,FW",8
21132,Lorenzo Bruzzi,GK,9
21133,Cristian Mutton,FW,9
21134,Mattias Svanberg,MF,41
21135,Simone Edera,"FW,MF",9
21136,Nehuén Paz,DF,5
21137,Gabriele Corbo,DF,9
21138,Caio Vinicius Pirana,GK,2
21139,Stefano Denswil,DF,11
21140,Musa Barrow,"MF,FW",92
21141,Jerdy Schouten,MF,11
21142,Andreas Skov Olsen,"MF,DF",7
21143,Nicolás Domínguez,MF,5
21144,Andri Fannar Baldursson,MF,40
21145,Federico Bonini,DF,9
21146,Dion Ruffo Luci,MF,9
21147,Gabriel Boloca,MF,51
21148,Sebastian Breza,GK,44
21149,Leonardo Mazza,MF,9
21150,Marco Molla,GK,78
21151,Denis Portanova,DF,9
21152,Leonardo Stanzani,FW,9
21153,Aaron Hickey,DF,67
21154,Valentin Antov,DF,65
21155,Simone Rabbi,"FW,DF",9
21156,Omar Khailoti,DF,9
21157,Paolo Faragò,DF,9
21158,Mattia Pagliuca,MF,9
21159,Wisdom Amey,DF,9
21160,Kacper Urbanski,MF,14
21161,Antonio Raimondo,FW,9
21162,Ebenezer Annan,DF,17
21163,Alex Arnofoli,DF,9
21164,Arthur Theate,DF,27
21165,Luis Binks,DF,6
21166,Michel Aebischer,MF,39
21167,Denso Kasius,"DF,FW",11
21168,Nicolas Viola,MF,9
21169,Riccardo Stivanello,DF,9
21170,Sydney van Hooijdonk,"FW,MF",11
21171,Niklas Pyyhtiä,MF,83
21172,Nicola Bagnolini,GK,9
21173,Davide Franzini,GK,9
21174,Iacopo Balestri,DF,9
21175,Mauro Mayer,DF,9
21176,Roberto Cevoli,DF,172
21177,Paolo Ponzo,MF,9
21178,Simone Pavan,DF,9
21179,Luca Ungari,DF,9
21180,Antonio Marasco,MF,9
21181,Andrea Fabbrini,FW,9
21182,Massimo Scoponi,MF,9
21183,Marcello Albino,MF,9
21184,Nicola Campedelli,MF,9
21185,Carlo Taldo,FW,9
21186,Rubens Pasino,MF,9
21187,Andrea Quaglia,DF,9
21188,Alessandro Grandoni,DF,9
21189,Adriano Zancopè,GK,9
21190,Matteo Pivotto,DF,9
21191,Vedin Musić,"DF,MF",49
21192,David Limberský,"DF,MF",84
21193,Nicola Corrent,MF,9
21194,Cristian Stellini,DF,9
21195,Ivan Tisci,MF,9
21196,Matteo Centurioni,DF,9
21197,Juri Tamburini,"DF,MF",9
21198,Flavio Giampieretti,MF,9
21199,Vincenzo Sommese,MF,9
21200,Mattia Graffiedi,FW,9
21201,Maurizio Ganz,"FW,MF",9
21202,Daniele Amerini,MF,9
21203,Olivier Renard,GK,27
21204,Manú,MF,3
21205,Antonio Giosa,DF,9
21206,Roberto Colacone,FW,9
21207,Stefano Argilli,MF,9
21208,Federico Giampaolo,FW,9
21209,Riccardo Nardini,"DF,MF",9
21210,Roberto Chiappara,MF,9
21211,Antonio Narciso,GK,9
21212,Francesco Stanco,FW,9
21213,Alex Pinardi,MF,9
21214,Carlo Luisi,MF,9
21215,Ferdinando Sforzini,FW,9
21216,Raffaele Longo,MF,9
21217,Cris Gilioli,MF,9
21218,Francesco Virdis,FW,9
21219,Domenico Giampà,MF,9
21220,Simone Gozzi,DF,9
21221,Claudio Pani,MF,9
21222,Alessandro Bastrini,DF,9
21223,Koffi,FW,35
21224,Andrea Catellani,FW,9
21225,Mahamet Diagouraga,DF,12
21226,Paolo Castelli,GK,9
21227,Pedro Oliveira,"FW,MF",3
21228,Daniele Gasparetto,DF,9
21229,Ahmed Guilouzi,"DF,MF",46
21230,Aiman Napoli,FW,9
21231,Domenico Girardi,FW,9
21232,Cristian Daminuță,"DF,MF",51
21233,Francesco Signori,MF,9
21234,Andrea Mazzarani,MF,9
21235,Erminio Rullo,DF,9
21236,Filippo Carini,"DF,MF",9
21237,Wágner Fogolari,DF,2
21238,Nicola Canzian,DF,9
21239,﻿Nicholas Caglioni,GK,9
21240,Daniele Dalla Bona,MF,9
21241,Marco Turati,DF,9
21242,Ovidiu Petre,MF,51
21243,Alessandro De Vitis,MF,9
21244,Marco Cellini,FW,9
21245,Jefferson,DF,2
21246,Federico Carraro,MF,9
21247,Stefano Fortunato,GK,9
21248,Siniša Anđelković,DF,32
21249,Wilfred Osuji,MF,52
21250,Juan Surraco,MF,8
21251,Biagio Pagano,MF,9
21252,Filippo Minarini,DF,9
21253,Niccolò Manfredini,GK,9
21254,Pasquale Maiorino,FW,9
21255,﻿Khouma Babacar,FW,34
21256,Agostino Garofalo,"DF,MF",9
21257,Thiago Cionek,DF,14
21258,Gianni Manfrin,DF,9
21259,Luca Calapai,DF,9
21260,Doudou Mangni,FW,9
21261,Niccolò Belloni,MF,9
21262,Andrea Schiavone,MF,9
21263,Luca Nizzetto,MF,9
21264,Francesco Fedato,FW,9
21265,Nicola Ferrari,FW,9
21266,Davide Luppi,"FW,MF",9
21267,Fabio Sakaj,FW,78
21268,Emmanuel Besea,MF,17
21269,Alessandro Gatto,FW,9
21270,Riccardo Geti,MF,9
21271,Adama Guidiala,MF,35
21272,Riccardo Lanzotti,GK,9
21273,Vykintas Slivka,MF,72
21274,Gianluca Zucchini,DF,9
21275,Daniele Giorico,MF,9
21276,Luca Belingheri,MF,9
21277,Simone Aldrovandi,DF,9
21278,Andrea Doninelli,MF,9
21279,Davide Bertoncini,"DF,MF",9
21280,Agustín Olivera,MF,8
21281,Lorenzo Marchionni,MF,9
21282,Simone Benedettini,GK,172
21283,Marco Costantino,GK,9
21284,﻿Andrea Accardi,DF,9
21285,Nicolás Schiavi,MF,5
21286,Tiziano Tulissi,MF,9
21287,Adama Diakite,FW,35
21288,Alberto Cossentino,DF,9
21289,Riccardo Ravasi,FW,9
21290,Alimeyaw Salifu,MF,17
21291,Mehdi Serroukh,FW,26
21292,Matteo Braccioli,DF,9
21293,Riccardo Caselli,FW,9
21294,﻿Enrico Bearzotti,FW,9
21295,Fabio Gerli,MF,9
21296,Andrea Ingegneri,DF,9
21297,Daniele Mignanelli,DF,9
21298,Antonio Pergreffi,DF,9
21299,Stefano Scappini,FW,9
21300,Luca Castiglia,MF,9
21301,Guido Davì,MF,9
21302,Fabio Abiuso,FW,55
21303,Gianluca Laurenti,FW,9
21304,Mattia Muroni,MF,9
21305,Andrea Chiossi,GK,9
21306,Luca Milesi,DF,9
21307,Nicola Stefanelli,DF,9
21308,Giovanni Zaro,DF,9
21309,Andrea Cupi,DF,9
21310,Ighli Vannucchi,MF,9
21311,Stefano Lucchini,DF,9
21312,Francesco Pratali,DF,9
21313,Gianluca Atzori,DF,9
21314,Fabrizio Ficini,MF,9
21315,Massimiliano Cappellini,FW,9
21316,Luca Saudati,"FW,MF",9
21317,Marco Carparelli,FW,9
21318,Mario Cassano,GK,9
21319,Nicola Padoin,MF,9
21320,Alessandro Agostini,DF,9
21321,Jorge Francisco Vargas,DF,31
21322,Daniele Balli,GK,9
21323,Paolo Zanetti,MF,9
21324,Davide Moro,MF,9
21325,Richard Vanigli,DF,9
21326,Vittorio Tosto,DF,9
21327,Sebastián Cejas,GK,5
21328,Nicola Ascoli,DF,9
21329,Daniele Buzzegoli,MF,9
21330,Francesco Marianini,MF,9
21331,Davide Bassi,GK,9
21332,Ivano Baldanzeddu,DF,9
21333,Claudio Coralli,FW,9
21334,Salvatore Caturano,FW,9
21335,Rej Volpato,FW,9
21336,Mirko Valdifiori,MF,9
21337,Adam Kokoszka,DF,14
21338,Rocco Sabato,DF,9
21339,Alessandro Vinci,DF,9
21340,Francesco Flachi,FW,9
21341,Gianluigi Bianco,DF,9
21342,Matteo Negrini,MF,9
21343,Pietro De Giorgio,MF,9
21344,Marco Mancosu,MF,9
21345,Cristian Cesaretti,FW,9
21346,Renato Dossena,GK,9
21347,Lorenzo Tonelli,DF,9
21348,Levan Mchedlidze,"FW,MF",76
21349,Federico Laurito,FW,5
21350,Franco Signorelli,MF,53
21351,Jacopo Fanucchi,FW,9
21352,Ricardo Chará,DF,19
21353,Daniele Ficagna,DF,9
21354,Roberto Guitto,MF,9
21355,Marco Gallozzi,MF,9
21356,Ivan Fatić,"DF,MF",33
21357,Irakli Shekiladze,FW,76
21358,Stefano Castellani,FW,9
21359,Samuele Romeo,DF,9
21360,Andrea Cristiano,MF,9
21361,Sacha Cori,FW,9
21362,Cristiano Camillucci,MF,9
21363,Ricardo Ferreira,DF,44
21364,Giacomo Casoli,MF,9
21365,Yves Benoit Bationo,MF,62
21366,Simone Pecorini,"DF,MF",9
21367,Daniele Croce,MF,9
21368,Mirko Eramo,MF,9
21369,Ronaldo Pompeu,MF,2
21370,Matteo Bianchetti,DF,9
21371,Joshua Brillante,"DF,MF",42
21372,Alessio Agrifogli,DF,9
21373,Matteo Biggeri,GK,9
21374,Andrea Gemignani,DF,9
21375,Alessandro Giacomel,GK,9
21376,Luca Martinelli,DF,9
21377,Alessandro Piu,FW,9
21378,Maurizio Pugliesi,GK,9
21379,Emanuele Rovini,FW,9
21380,Uroš Ćosić,DF,28
21381,Raffaele Maiello,MF,9
21382,Luca Bittante,DF,9
21383,Michele Camporese,DF,9
21384,Roman Chanturia,FW,76
21385,Samuele Damiani,MF,9
21386,Tommaso Fantacci,MF,9
21387,Gabriel Meli,GK,9
21388,Nicola Mosti,MF,9
21389,Alberto Picchi,MF,9
21390,Guido Marilungo,FW,9
21391,Mame Baba Thiam,FW,34
21392,Andrés Tello,MF,19
21393,Miha Zajc,MF,32
21394,Arnel Jakupović,FW,24
21395,Davide Buglio,DF,9
21396,Lapo Carradori,DF,9
21397,Elia Giampà,DF,9
21398,Davide Seminara,DF,9
21399,﻿Francesco Caputo,FW,9
21400,Michele Castagnetti,MF,9
21401,Manuel Pasqual,"DF,MF",9
21402,Giovanni Di Lorenzo,"DF,MF",9
21403,Sebastiano Luperto,DF,9
21404,Lorenco Šimić,DF,16
21405,Lorenzo Lollo,MF,9
21406,Hamed Junior Traorè,MF,35
21407,Pietro Terracciano,GK,9
21408,Davide Zappella,MF,9
21409,Lorenzo Polvani,DF,9
21410,Stefano Becagli,DF,9
21411,Simone Canestrelli,DF,9
21412,Marco Curto,DF,9
21413,Andrea De Carlo,GK,9
21414,Marco Imperiale,DF,9
21415,Nikola Pejovic,DF,28
21416,Alessio Zini,DF,9
21417,Diego Farias,FW,2
21418,Bartłomiej Drągowski,GK,14
21419,Antonino La Gumina,"FW,MF",9
21420,Dimitris Nikolaou,DF,55
21421,Samuel Mráz,FW,70
21422,Filippo Perucchini,GK,9
21423,Luca Belardinelli,MF,9
21424,Eduardo Bubacar Baldé,FW,9
21425,Kevin Diks,DF,11
21426,Michał Marcjanik,DF,14
21427,Niccolò Ricchi,DF,9
21428,Samuele Ricci,MF,9
21429,Gianluca Saro,GK,9
21430,Leonardo Mancuso,FW,9
21431,Jure Balkovec,DF,32
21432,Nedim Bajrami,"FW,MF",78
21433,Riccardo Fiamozzi,DF,9
21434,Liam Henderson,MF,67
21435,Andrea La Mantia,FW,9
21436,Szymon Żurkowski,MF,14
21437,Roberto Pirrello,DF,9
21438,Kevin Piscopo,FW,9
21439,Simone Pinna,DF,9
21440,Davide Merola,FW,9
21441,Paolo Branduani,GK,9
21442,Kevin Cannavò,FW,9
21443,Francesco Donati,DF,9
21444,Klemen Hvalič,GK,32
21445,Luca Lombardi,MF,9
21446,Emanuele Matteucci,DF,9
21447,Salif Sidibe,MF,35
21448,Mattia Viti,DF,9
21449,Dmitrijs Zelenkovs,MF,66
21450,Nicolas Haas,MF,39
21451,Fabiano Parisi,DF,9
21452,Aleksa Terzić,DF,28
21453,Jacopo Furlan,GK,9
21454,Andrea Cambiaso,DF,9
21455,Kristjan Asllani,MF,78
21456,Tommaso Baldanzi,MF,9
21457,Valerio Biagini,GK,9
21458,Leandro Pratelli,GK,9
21459,Petar Stojanović,DF,32
21460,Ardian Ismajli,DF,78
21461,Duccio Degli Innocenti,MF,9
21462,Emmanuel Ekong,FW,41
21463,Jacopo Fazzini,MF,9
21464,Leonardo Pezzola,DF,9
21465,Alessio Rizza,DF,9
21466,Samir Ujkani,GK,82
21467,﻿Carlos Paredes,MF,43
21468,Ivan Franceschini,DF,9
21469,Francesco Cozza,MF,9
21470,Gianluca Falsini,DF,9
21471,Mozart,MF,2
21472,Aimo Diana,"DF,MF",9
21473,Giovanni Morabito,DF,9
21474,José Mamede,MF,3
21475,Gianluca Savoldi,FW,9
21476,Massimo Rastelli,FW,9
21477,Ricardo Verón,MF,5
21478,Roberto Stellone,FW,9
21479,Stefano Dall'Acqua,FW,9
21480,Simone Giacchetta,DF,9
21481,Gaetano De Rosa,DF,9
21482,Juriy Cannarsa,DF,9
21483,Marco Zamboni,DF,9
21484,Salvatore Soviero,GK,9
21485,Ricardo Esteves,"DF,MF",3
21486,Massimo Ganci,FW,9
21487,Davide Dionigi,MF,9
21488,Davide Biondini,MF,9
21489,Filippo Carobbio,MF,9
21490,Simone Cavalli,FW,9
21491,Simone Missiroli,MF,9
21492,Ivan Castiglia,MF,9
21493,Alessandro Zoppetti,DF,9
21494,Antonino Saviano,GK,9
21495,Bruno Lança Andrade,MF,2
21496,Gaetano Ungaro,DF,9
21497,Salvatore Aronica,DF,9
21498,Palmiro Di Dio,DF,9
21499,Alessandro Gazzi,MF,9
21500,﻿Andrea Campagnolo,GK,9
21501,Carlos Valdez,DF,8
21502,Édgar Barreto,MF,43
21503,Emmanuel Cascione,MF,9
21504,Pablo Álvarez,DF,8
21505,Joelson,FW,2
21506,Nenad Novaković,GK,28
21507,Mike Tullberg,FW,7
21508,Carlos Carmona,MF,31
21509,Gleison Santos,DF,2
21510,Matej Krajčík,DF,70
21511,Daniel Adejo,DF,52
21512,Pietro Marino,GK,9
21513,Josias Basso,DF,2
21514,Alessio Viola,FW,9
21515,﻿Simone Rizzato,MF,9
21516,Daniele Capelli,DF,9
21517,Ádám Kovácsik,GK,87
21518,Francesco Cosenza,DF,9
21519,Alessio Campagnacci,FW,9
21520,Lorenzo Laverone,DF,9
21521,Francesco De Rose,MF,9
21522,Francesco Zizzari,FW,9
21523,Domenico Danti,FW,9
21524,Dominic Adiyiah,FW,17
21525,Lorenzo Burzigotti,DF,9
21526,Antonio Rizzo,DF,9
21527,Emerson,"DF,MF",2
21528,Antonio Marino,DF,9
21529,Matteo D'Alessandro,DF,9
21530,Marco Armellino,MF,9
21531,Fabrizio Melara,MF,9
21532,Maicon da Silva,"DF,MF",2
21533,Adriano Louzada,MF,2
21534,Mehmet Hetemaj,"DF,MF",83
21535,Vito Di Bari,DF,9
21536,Gianmario Comi,FW,9
21537,Dario Bergamelli,DF,9
21538,Manuel Fischnaller,FW,9
21539,Fabio Lucioni,DF,9
21540,Francesco Bombagi,MF,9
21541,Mirko Pigliacelli,GK,9
21542,Valerio Foglio,"DF,MF",9
21543,Massimiliano Benassi,GK,9
21544,Andrea Cocco,FW,9
21545,Sergio Contessa,DF,9
21546,Paolo Frascatore,DF,9
21547,Matteo Gentili,DF,9
21548,Pablo Caballero,MF,8
21549,Francesco Salandria,MF,9
21550,David Aquino,DF,43
21551,Simone Masini,FW,9
21552,Salvatore Lancia,FW,9
21553,Antonio Porcino,MF,9
21554,Daniel Leone,GK,9
21555,Giuseppe Maimone,MF,9
21556,Mattia Maita,MF,9
21557,Nicolò Bianchi,MF,9
21558,Alessandro Farroni,GK,9
21559,Giuseppe Loiacono,DF,9
21560,Nicolas Bresciani,DF,9
21561,Niko Kirwan,MF,126
21562,Simone Corazza,FW,9
21563,Abdou Doumbia,MF,4
21564,Enrico Guarna,GK,9
21565,Lorenzo Lofaro,GK,9
21566,Paolo Marchi,DF,9
21567,Roberto Marino,MF,9
21568,Lorenzo Paolucci,MF,9
21569,Alex Redolfi,DF,9
21570,Michael Folorunsho,MF,52
21571,Daniele Liotti,"MF,DF",9
21572,Dimitris Stavropoulos,DF,55
21573,Adriano Montalto,FW,9
21574,Ivan Lakićević,DF,28
21575,Gabriele Rolando,"MF,FW",9
21576,Christian Dalle Mura,DF,9
21577,Claudiu Micovschi,MF,51
21578,Nikola Vasic,FW,41
21579,Gabriel Charpentier,FW,4
21580,Lorenzo Peli,FW,9
21581,Elia Petrelli,FW,9
21582,Luca Chierico,MF,9
21583,Giuseppe Domanico,FW,9
21584,Angelo Rechichi,DF,9
21585,Stefano Turati,GK,9
21586,Andrey Galabinov,FW,65
21587,Alessandro Micai,GK,9
21588,Alessandro Cortinovis,MF,9
21589,Claud Adjapong,"DF,MF",9
21590,Bruno Amione,DF,5
21591,Federico Giraudo,MF,9
21592,Yassine Ejjaki,MF,26
21593,Ramzi Aya,DF,9
21594,Tommaso Aglietti,GK,9
21595,Lorenzo Gavioli,MF,9
21596,Ottavio Garau,FW,9
21597,Simone Pagni,FW,9
21598,Mario Šitum,"FW,MF",16
21599,Gabriele Carlucci,MF,9
21600,Mirco Musumeci,DF,9
21601,Marcel Perri,FW,9
21602,Luigi Sciammarella,GK,9
21603,﻿Massimo Taibi,GK,9
21604,Paolo Foglio,DF,9
21605,Carmine Gautieri,"FW,MF",9
21606,Massimo Carrera,DF,9
21607,Gianpaolo Bellini,DF,9
21608,Gianni Comandini,FW,9
21609,Paolo Tramezzani,DF,9
21610,Piá,"FW,MF",2
21611,Davor Vugrinec,"FW,MF",16
21612,Fabio Rustico,DF,9
21613,Alex Calderoni,GK,9
21614,Julien Rantier,"FW,MF",4
21615,Apostolos Liolidis,FW,55
21616,Vinicio Espinal,MF,25
21617,Natale Gonnella,DF,9
21618,Danilo Zini,DF,9
21619,Antonino Bernardini,MF,9
21620,Duccio Innocenti,DF,9
21621,Claudio Rivalta,DF,9
21622,Giulio Migliaccio,"DF,MF",9
21623,Davide Sinigaglia,FW,9
21624,Andrea Soncin,FW,9
21625,Ernesto Terra,DF,9
21626,Riccardo Zampagna,FW,9
21627,Andrea Ivan,GK,9
21628,Luis Fernando Centi,"FW,MF",9
21629,Massimo Donati,MF,9
21630,Moris Carrozzieri,"DF,FW",9
21631,Nelson Abeijón,MF,8
21632,Karamoko Cissé,FW,74
21633,Kewullay Conteh,DF,129
21634,Maximiliano Pellegrino,DF,5
21635,Diego De Ascentis,MF,9
21636,Riccardo Fissore,DF,9
21637,Andrea Consigli,GK,9
21638,Gianvito Plasmati,FW,9
21639,Michele Marconi,FW,9
21640,Michael Girasole,MF,9
21641,Paolo Bianco,DF,9
21642,Fabio Caserta,MF,9
21643,Nicola Madonna,MF,9
21644,Cristian Raimondi,"DF,MF",9
21645,Leonardo Pettinari,MF,9
21646,Migjen Basha,MF,78
21647,Michele Ferri,DF,9
21648,Maximiliano Moralez,"FW,MF",5
21649,Riccardo Cazzola,MF,9
21650,Alessandro Carrozza,MF,9
21651,Ciro Polito,GK,9
21652,Nadir Minotti,MF,9
21653,Cristiano Del Grosso,DF,9
21654,Luigi Giorgi,MF,9
21655,Giuseppe De Luca,FW,9
21656,Facundo Parra,FW,5
21657,James Troisi,"FW,MF",42
21658,Carlos Matheu,DF,5
21659,Antonio Palma,MF,9
21660,Daniele Baselli,MF,9
21661,Moussa Koné,MF,35
21662,Constantin Nica,DF,51
21663,Marco Sportiello,GK,9
21664,Joakim Olausson,MF,41
21665,Vlada Avramov,GK,28
21666,Lorenzo Rosseti,FW,9
21667,Janis Cavagna,MF,9
21668,Anton Krešić,DF,16
21669,Davide Merelli,GK,9
21670,Remo Freuler,MF,39
21671,Gaetano Monachello,FW,9
21672,Berat Djimsiti,DF,78
21673,Boris Radunović,GK,28
21674,Matteo Gasperoni,MF,9
21675,Roberto Ranieri,MF,9
21676,Emanuele Suagher,DF,9
21677,Alessandro Turrin,GK,9
21678,Hans Hateboer,MF,11
21679,Filippo Melegoni,MF,9
21680,Bryan Cabezas,MF,61
21681,Emmanuel Latte Lath,FW,35
21682,Stefano Mazzini,GK,9
21683,Francesco Rossi,GK,9
21684,Josip Iličić,"MF,FW",32
21685,Thomas Bolis,MF,9
21686,Andrea Colpani,MF,9
21687,João Schmidt,MF,2
21688,Matteo Pessina,"MF,FW",9
21689,Luca Valzania,MF,9
21690,Arkadiusz Reca,DF,14
21691,Roberto Piccoli,"FW,MF",9
21692,Davide Bettella,DF,9
21693,Nicolò Cambiaghi,FW,9
21694,Caleb Okoli,DF,9
21695,Ruslan Malinovskyi,"MF,FW",29
21696,Bosko Sutalo,DF,16
21697,Ebrima Colley,FW,92
21698,Jacopo Da Riva,MF,9
21699,Rodrigo Guth,DF,2
21700,David Heidenreich,DF,84
21701,Khadim Ndiaye,GK,34
21702,Joakim Mæhle,DF,7
21703,Aleksei Miranchuk,"MF,FW",23
21704,Matteo Ruggeri,DF,9
21705,Davide Angelo Ghislandi,DF,9
21706,Viktor Kovalenko,MF,29
21707,Marco Carnesecchi,GK,9
21708,Ludovico Gelmi,GK,9
21709,Simone Panada,MF,9
21710,Giorgio Scalvini,DF,9
21711,Teun Koopmeiners,MF,11
21712,Matteo Lovato,DF,9
21713,Moustapha Cissé,FW,74
21714,Tommaso De Nipoti,FW,9
21715,Alassane Sidibe,MF,35
21716,Giorgio Cittadini,DF,9
21717,Tommaso Bertini,GK,9
21718,Matevz Dajcar,GK,9
21719,Samuel Giovane,MF,9
21720,Andrea Oliveri,MF,9
21721,Guillaume Philippe Renault,MF,9
21722,Federico Zuccon,FW,9
21723,Amedeo Mangone,DF,9
21724,Dario Hübner,FW,9
21725,Filippo Cristante,DF,9
21726,Sergei Gurenko,"DF,MF",77
21727,Gianluca Lamacchi,"DF,MF",9
21728,Luigi Riccio,MF,9
21729,Ciro De Cesare,FW,9
21730,Nicola Caccia,FW,9
21731,Matteo Abbate,DF,9
21732,Nicola Boselli,DF,9
21733,Claudio Ferrarese,MF,9
21734,Salvatore Miceli,MF,9
