Id,Player,Position,Nationality_id
2088,Luis Perea,MF,1
2089,Javi Álamo,"FW,MF",1
2090,﻿Sergio Herrera,GK,1
2091,Lucas Torró,MF,1
2092,Aridane Hernández,DF,10
2093,Sebas Coris,MF,1
2094,Joaquín Arzura,MF,5
2095,Mateo García,MF,5
2096,Rubén García,"MF,FW",1
2097,Juan Villar,"FW,MF",1
2098,Endika Irigoyen,DF,1
2099,Javi Martínez,MF,1
2100,Aimar Oroz,MF,1
2101,Barbero,FW,1
2102,Iván Martínez,GK,1
2103,Jon Moncayola,MF,1
2104,Ezequiel Ávila,FW,5
2105,Enric Gallego,FW,1
2106,José Hualde,MF,1
2107,Iñaki,GK,1
2108,Juan Cruz Armada,DF,1
2109,Jonathan Calleri,FW,5
2110,Manuel Sánchez,DF,1
2111,Jony,"MF,FW",1
2112,Asier Córdoba,FW,1
2113,Gorka Zabarte,DF,1
2114,Kike,FW,1
2115,Jesús Areso,DF,1
2116,Iker Benito,"MF,FW",1
2117,Unai Dufur,DF,1
2118,Javier Ontiveros,"FW,MF",1
2119,Jaume Grau,MF,1
2120,Pau Martínez,FW,1
2121,Yoel Ramírez,GK,1
2122,Fernando Torres,FW,1
2123,Cosmin Contra,"DF,MF",51
2124,Sergi Barjuán,DF,1
2125,Emerson,MF,2
2126,Mirsad Hibić,DF,49
2127,José García Calvo,DF,1
2128,Carlos Aguilera,DF,1
2129,José María Movilla,MF,1
2130,Jorge Otero,DF,1
2131,Germán Burgos,GK,5
2132,Javi Moreno,FW,1
2133,Santi,DF,1
2134,Lluís Carreras,DF,1
2135,Juanma,GK,1
2136,Dani,"FW,MF",3
2137,Armando Álvarez,DF,1
2138,Gaspar,DF,1
2139,Diego Simeone,MF,5
2140,Kiki Musampa,"FW,MF",11
2141,Demis Nikolaidis,FW,55
2142,Veljko Paunović,"FW,MF",1
2143,Sergio Aragoneses,GK,1
2144,Rodrigo Fabri,MF,2
2145,Javier Pinola,DF,5
2146,Iván Romero,DF,1
2147,Rubén Olivera,MF,8
2148,Gabi,MF,1
2149,Pablo Ibáñez,DF,1
2150,Luis Amaranto Perea,DF,19
2151,Jesper Grønkjær,"FW,MF",7
2152,Richard Núñez,"FW,MF",8
2153,Iván Cuéllar,GK,1
2154,Raúl Medina Zamora,MF,1
2155,José Zahínos,MF,1
2156,Martin Petrov,"FW,MF",65
2157,Mateja Kežman,FW,28
2158,Maxi Rodríguez,"FW,MF",5
2159,Luciano Galletti,MF,5
2160,Juan Valera Espín,"DF,MF",1
2161,Fernando Marqués,MF,1
2162,Roberto,GK,1
2163,Rufino,FW,1
2164,Pablo Sicilia,DF,1
2165,Antonio Moreno,DF,1
2166,Giourkas Seitaridis,DF,55
2167,Maniche,MF,3
2168,Mariano Pernía,DF,1
2169,Costinha,MF,3
2170,Fabiano Eller,DF,2
2171,Víctor Bravo,MF,1
2172,Pollo,MF,1
2173,Jacobo Ynclán,"FW,MF",1
2174,﻿Diego Forlán,"FW,MF",8
2175,Simão Sabrosa,MF,3
2176,Christian Abbiati,GK,9
2177,Ignacio Camacho,MF,1
2178,Joshua Zapata,MF,1
2179,Tomáš Ujfaluši,DF,84
2180,John Heitinga,"DF,MF",11
2181,Florent Sinama Pongolle,FW,4
2182,Grégory Coupet,GK,4
2183,Álvaro Domínguez,DF,1
2184,David de Gea,GK,1
2185,Tiago Mendes,MF,3
2186,Sergio Asenjo,GK,1
2187,Eduardo Salvio,"FW,MF",5
2188,Leandro Cabrera,DF,8
2189,Koke,MF,1
2190,Jorge Molino,FW,1
2191,Diego Godín,DF,8
2192,Elías,MF,2
2193,Jorge Pulido,DF,1
2194,Alberto Noguera,MF,1
2195,Radamel Falcao,FW,19
2196,Diego,MF,2
2197,Miranda,DF,2
2198,Pedro Martín,FW,1
2199,Cristian Rodríguez,MF,8
2200,Cata Díaz,DF,5
2201,Emre Belözoğlu,MF,15
2202,Emiliano Insúa,DF,5
2203,Javier Manquillo,DF,1
2204,Domingo Cisma,DF,1
2205,Abdelkader Oueslati,"DF,FW",46
2206,Saúl Ñíguez,"DF,MF",1
2207,Dani Aquino,"FW,MF",1
2208,Toby Alderweireld,DF,27
2209,José Sosa,MF,5
2210,José María Giménez,DF,8
2211,Josuha Guilavogui,"DF,MF",4
2212,Mario Mandžukić,"FW,MF",16
2213,Jesús Gámez,DF,1
2214,Jan Oblak,GK,32
2215,Cristian Ansaldi,"DF,MF",5
2216,Raúl Jiménez,FW,20
2217,Alessio Cerci,"FW,MF",9
2218,Héctor,"DF,FW",1
2219,Lucas Hernández,DF,4
2220,Bernabé Barragán,GK,1
2221,Sekou Keita,FW,74
2222,Yannick Carrasco,"MF,FW",27
2223,Stefan Savić,DF,33
2224,Ángel Correa,"MF,FW",5
2225,Jackson Martínez,FW,19
2226,Thomas Partey,MF,17
2227,Matías Kranevitter,MF,5
2228,Samuel Villa,MF,1
2229,Nicolás Gaitán,MF,5
2230,Šime Vrsaljko,DF,16
2231,Roberto Olabe del Arco,MF,1
2232,Keidi Bare,MF,78
2233,Zakaria Boulahia,FW,37
2234,André Moreira,GK,3
2235,Juan Moreno Fernández,MF,1
2236,Toni Moya,MF,1
2237,Rafael Muñoz,DF,1
2238,Roberto Núñez Mañas,FW,1
2239,Caio Henrique Oliveira Silva,"DF,MF",2
2240,Tachi,DF,1
2241,Axel Werner,GK,5
2242,Carlos Isaac,DF,1
2243,Arona Sané,"MF,FW",34
2244,Alex,GK,1
2245,Giovanni,FW,1
2246,Sergi González,DF,1
2247,Antonio Montoro,DF,1
2248,Rodri,MF,1
2249,Thomas Lemar,MF,4
2250,Santiago Arias,DF,19
2251,Nikola Kalinić,FW,16
2252,Gelson Martins,"FW,MF",3
2253,Andrés Solano,DF,19
2254,Sergio Camello,FW,1
2255,Borja Garcés,FW,1
2256,Joaquín Muñoz,MF,1
2257,Gustavo Assuncao,MF,3
2258,Mikel Carro,MF,1
2259,Nehuén Pérez,DF,5
2260,Cristian Rodríguez,MF,1
2261,Renan Lodi,DF,2
2262,Felipe,DF,2
2263,Kieran Trippier,DF,6
2264,João Félix,"FW,MF",3
2265,Mario Hermoso,DF,1
2266,Héctor Herrera,MF,20
2267,Rodrigo Riquelme,MF,1
2268,Darío Poveda,MF,1
2269,Ivan Šaponjić,"DF,FW",28
2270,Óscar Clemente,MF,1
2271,Álvaro García,DF,1
2272,Ricard,DF,1
2273,Lucas Torreira,MF,8
2274,Moussa Dembélé,FW,4
2275,Óscar Castro,MF,1
2276,Ivo Grbić,GK,16
2277,San Román,GK,1
2278,Juan Sanabria,MF,8
2279,Reinildo Mandava,DF,88
2280,Matheus Cunha,FW,2
2281,Javier Serrano,MF,1
2282,Carlos Martín,DF,1
2283,Giuliano Simeone,MF,5
2284,Benjamin Lecomte,GK,4
2285,Pablo Barrios,MF,1
2286,Ibrahima Camara,DF,1
2287,Sergio Diez Roldan,DF,1
2288,Antonio Gomis,GK,1
2289,Manu Lama,DF,1
2290,Marco Moreno,DF,1
2291,Joan Rojas,DF,1
2292,Fernando Sanz,DF,1
2293,Vicente Valcarce,DF,1
2294,Mikel Roteta,DF,1
2295,Julio Dely Valdés,FW,89
2296,Marcelo Romero,MF,8
2297,Sandro,MF,1
2298,Manu Sánchez,"FW,MF",1
2299,Raúl Iznata,DF,1
2300,Litos,DF,3
2301,Manuel Canabal,FW,1
2302,Roberto Rojas,DF,1
2303,Ivan Leko,MF,16
2304,Francesc Arnau,GK,1
2305,Bravo,DF,1
2306,Koke,FW,1
2307,Perico,MF,1
2308,Edgar Pacheco,FW,3
2309,Rafa,GK,1
2310,Alberto Aguilar,"DF,MF",1
2311,Javier Dopico,MF,1
2312,Paco Esteban,FW,1
2313,Ador,FW,1
2314,Federico Insúa,MF,5
2315,Diego Alonso,FW,8
2316,José Juan Luque,MF,1
2317,César Navas,DF,1
2318,Márcio Amoroso,FW,2
2319,Paulo Wanchope,FW,22
2320,Míchel,MF,1
2321,Fernando Usero,MF,1
2322,Pablo Couñago,FW,1
2323,Ricardo Bóvio,MF,2
2324,Gabriel,DF,2
2325,Anderson Silva,MF,2
2326,Jorge Ribeiro,"DF,MF",3
2327,Diego Castro,"FW,MF",1
2328,Jorge Pina Roldán,MF,1
2329,Álvaro Silva,DF,90
2330,Jesule,DF,1
2331,Armando Lozano,DF,1
2332,Jonatan Valle,"FW,MF",1
2333,José Ángel Gascón,"FW,MF",1
2334,O.J. Morales,MF,8
2335,José Mari,DF,1
2336,Ernesto,MF,1
2337,Kiko Olivas,DF,1
2338,Popo,MF,1
2339,Stevan Stošić,MF,28
2340,Weligton Oliveira,DF,2
2341,Hélder Rosário,DF,3
2342,Nabil Baha,FW,26
2343,Santiago Carpintero,MF,1
2344,Paulo Jorge,MF,3
2345,Apoño,MF,1
2346,Roberto Peragón,FW,1
2347,Eliseu,"DF,MF",3
2348,Raúl Gaitán,DF,1
2349,Ibán Cuadrado,DF,1
2350,Manolo Gaspar,DF,1
2351,Cheli,MF,1
2352,Adriano,FW,2
2353,Pere Martí,MF,1
2354,Patrick Mtiliga,DF,7
2355,Iván González,DF,1
2356,Selim Benachour,MF,46
2357,Daniel Toribio,MF,1
2358,Victor Obinna,FW,52
2359,Manu Torres,DF,1
2360,Felipe Caicedo,"FW,MF",61
2361,Milan Stepanov,DF,28
2362,Javi López,MF,1
2363,Fernando Forestieri,"FW,MF",9
2364,Orozco,DF,1
2365,Edinho,"FW,MF",3
2366,Edu Ramos,MF,1
2367,Pedro Pareja Duque,FW,1
2368,Salomón Rondón,FW,53
2369,Kris Stadsgaard,DF,7
2370,Seba Fernández,FW,8
2371,Recio,MF,1
2372,Martín Demichelis,"DF,MF",5
2373,Willy Caballero,GK,5
2374,Sandro Silva,MF,2
2375,Rodrigo Galatto,GK,2
2376,Cala,MF,1
2377,﻿Santi Cazorla,MF,1
2378,Joris Mathijsen,DF,11
2379,Jérémy Toulalan,"DF,MF",4
2380,Carlos Kameni,GK,36
2381,Diego Buonanotte,"FW,MF",5
2382,Manuel Iturra,MF,31
2383,Vitorino Antunes,DF,3
2384,Diego Lugano,DF,8
2385,Pedro Morales,MF,31
2386,Lucas Piazon,"FW,MF",2
2387,Oguchi Onyewu,DF,75
2388,Marcos Angeleri,DF,5
2389,Sergi Darder,MF,1
2390,Samu García,"FW,MF",1
2391,Nordin Amrabat,"FW,MF",26
2392,Flávio Ferreira,"DF,MF",3
2393,Mounir El Hamdaoui,FW,26
2394,Pablo Pérez,MF,5
2395,Fabrice Olinga,"FW,MF",36
2396,Oleksandr Yakovenko,"FW,MF",29
2397,Roberto Chen,"DF,MF",89
2398,Bartłomiej Pawłowski,"FW,MF",14
2399,Bobley Anderson,MF,35
2400,Ezequiel Rescaldani,FW,5
2401,Roberto Rosales,"DF,MF",53
2402,Samu Castillejo,"FW,MF",1
2403,Arthur Boka,DF,35
2404,Ricardo Horta,"FW,MF",3
2405,Juanpi,MF,53
2406,Agustín Cousillas,GK,5
2407,Egor Filipenko,DF,77
2408,Guillermo Ochoa,GK,20
2409,Duje Čop,"FW,MF",16
2410,Pablo Fornals,MF,1
2411,Federico Ricca,"DF,MF",8
2412,Adnane Tighadouini,"MF,FW",26
2413,Christian Atsu,MF,17
2414,Ikechukwu Uche,FW,52
2415,Fábio Espinho,MF,3
2416,Hachim Mastour,FW,26
2417,Cifu,"DF,MF",1
2418,Aarón Escandell,GK,1
2419,Luis Hernández,DF,1
2420,Mikel Villanueva,DF,53
2421,Michael Santos,"FW,MF",8
2422,Bakary Koné,DF,62
2423,Luis Muñoz,DF,1
2424,Denys Boyko,GK,29
2425,Zdravko Kuzmanović,MF,28
2426,Adalberto Peñaranda,FW,53
2427,Álex Mula,MF,1
2428,Ignasi Miquel,DF,1
2429,Paul Baysse,DF,4
2430,Mehdi Lacen,MF,37
2431,Brown Ideye,FW,52
2432,Maxime Lestienne,MF,27
2433,Isaac Success,"MF,FW",52
2434,Esteban Rolón,MF,5
2435,Andrés Prieto,GK,1
2436,Álex Robles,DF,1
2437,Emanuel Cecchini,"MF,DF",5
2438,Iván Rodríguez,DF,1
2439,Juan Cruz,FW,1
2440,José Carlos,MF,1
2441,Cenk Gönen,GK,15
2442,Ían Pino,DF,1
2443,﻿Pau Torres,DF,1
2444,Munir,GK,26
2445,Gustavo Blanco Leschuk,FW,5
2446,Jack Harper,"FW,MF",67
2447,Renato Santos,"MF,FW",3
2448,Iván Alejo,MF,1
2449,Paweł Kieszek,GK,14
2450,Yevhen Seleznyov,FW,29
2451,Badr Boulahroud,MF,26
2452,Sead Haksabanović,"FW,MF",33
2453,Abdelkabir Abqar,DF,26
2454,Rajko Brežančić,DF,28
2455,Armando Sadiku,FW,78
2456,Antonio Cortés,"FW,MF",1
2457,Tete Morente,MF,1
2458,Ismael Casas Casado,DF,1
2459,Hicham Boussefiane,"MF,FW",26
2460,Juande,DF,1
2461,Mohamed Benkhemassa,MF,37
2462,Gonzalo Crettaz,GK,5
2463,Kellyan,GK,1
2464,Ramón Enríquez,MF,1
2465,Lorenzo Gonzales,MF,39
2466,Ivan Jaime Pajuelo,MF,1
2467,Julio Martínez,MF,1
2468,Camacho,FW,1
2469,David Larrubia,FW,1
2470,Alberto Quintana,DF,1
2471,Yanis Rahmani,"MF,FW",4
2472,Alberto Escassi,"MF,DF",1
2473,Caye Quintana,"FW,MF",1
2474,Dani Barrio,GK,1
2475,Josua Mejías,DF,53
2476,Iván Calero,"MF,DF",1
2477,Alexander González,DF,53
2478,Alejandro Benítez Palomero,DF,1
2479,Stefan Šćepović,FW,28
2480,Orlando Sá,FW,3
2481,Loren Zúñiga,FW,1
2482,Haitam Abaida,FW,26
2483,Issa Fomba,MF,12
2484,Andrés Caro,DF,1
2485,Miguel De La Osa,GK,1
2486,Roberto Férnandez,MF,1
2487,Eugenio Gutierrez Gallar,DF,1
2488,Jesús Hoyos Hidalgo,FW,1
2489,Bilal Ouacharaf,FW,26
2490,Daniel Strindholm,GK,41
2491,Kevin Villodres,MF,1
2492,Victor Perea,DF,1
2493,Mathieu Peybernes,DF,4
2494,Paulino,"MF,FW",1
2495,Javier Jiménez,DF,1
2496,Sékou Gassama,FW,34
2497,Dani Lorenzo,MF,1
2498,Víctor Olmo,DF,1
2499,Moussa Diarra,DF,1
2500,Álex Rico,MF,1
2501,Antonio Santos,GK,1
2502,﻿Albano Bizzarri,GK,5
2503,Javier Torres Gómez,DF,1
2504,Alberto Marcos Rey,DF,1
2505,David Aganzo,FW,1
2506,Óscar,MF,1
2507,Nicolás Olivera,"FW,MF",8
2508,Óscar Sánchez,DF,1
2509,José Luis Caminero,"FW,MF",1
2510,Chema,MF,1
2511,Jonathan Martín,DF,1
2512,Sergio Pachón,FW,1
2513,Jesús Sánchez,MF,1
2514,Javier Muñoz,DF,5
2515,Dragan Ćirić,MF,28
2516,Pablo Ricchetti,"DF,MF",5
2517,David Sousa,MF,1
2518,Xavier Moré,"FW,MF",1
2519,José Luis Santamaría,DF,1
2520,Álvaro Antón,MF,1
2521,Javier Jiménez,MF,1
2522,Agustín Villar,MF,1
2523,Júlio César,DF,2
2524,Roberto Losada,FW,1
2525,Víctor Zapata,MF,5
2526,Pablo Paz,DF,5
2527,Diego Figueredo,MF,43
2528,Rafa,"DF,MF",1
2529,Martín Cardetti,FW,5
2530,Catriel Orcellet,GK,5
2531,Víctor,FW,1
2532,Diego Mateo,"DF,MF",5
2533,Jairo Castillo,FW,19
2534,Iván Zarandona,MF,10
2535,Iñaki Bea Jauregi,DF,1
2536,Francisco Lledó,GK,1
2537,Teodoro García,MF,1
2538,Angel Martínez,DF,43
2539,Javier Baraja,"DF,MF",1
2540,José Luis Capdevila,MF,1
2541,Iván Hernández,DF,1
2542,Pedro López Muñoz,DF,1
2543,Marcelo Broli,MF,8
2544,Jorge Curbelo,DF,8
2545,Pablo Casar,DF,1
2546,Jacobo,GK,1
2547,Álvaro Rubio,"DF,MF",1
2548,Gonzalo Vicente,DF,8
2549,Asier,MF,1
2550,José de la Cuesta,DF,19
2551,Jonathan Sesma,"FW,MF",1
2552,Ángel Vivar Dorado,MF,1
2553,Alexis,DF,1
2554,Diego Camacho,MF,1
2555,Bartholomew Ogbeche,FW,52
2556,Marcos Aguirre,MF,5
2557,Kike López,FW,1
2558,Henok Goitom,FW,91
2559,Justo Villar,GK,43
2560,Damián Escudero,MF,5
2561,Pedro Oldoni,FW,2
2562,Jesús Rueda,"DF,MF",1
2563,Nivaldo,DF,2
2564,Nauzet Alemán,MF,1
2565,Manucho,FW,48
2566,César Arzo,"DF,MF",1
2567,Pelé,MF,3
2568,Henrique Sereno,DF,3
2569,Marquitos,"FW,MF",1
2570,Carlos Lázaro,MF,1
2571,Sergio García,FW,1
2572,Carlos Peña,DF,1
2573,Jorge Alonso,MF,1
2574,Mehdi Nafti,MF,46
2575,Javi Jiménez,GK,1
2576,Jofre,MF,1
2577,Antonio Calle,FW,1
2578,Sergio Matabuena,MF,1
2579,Fábio Faria,DF,3
2580,Bacari,FW,92
2581,José Salcedo,GK,1
2582,﻿Jaime,GK,1
2583,Víctor Pérez,MF,1
2584,Tekio,DF,1
2585,Víctor Mongil,DF,1
2586,Dani Hernández,GK,53
2587,Felipe Alfonso,DF,1
2588,Lassana Camará,MF,93
2589,Javi Navas,MF,1
2590,﻿Antonio Rukavina,DF,28
2591,Omar Ramos,"FW,MF",1
2592,Patrick Ebert,"FW,MF",13
2593,Daniel Larsson,"FW,MF",41
2594,Lluís Sastre,MF,1
2595,Valdet Rama,"FW,MF",78
2596,Juan Neira,"FW,MF",5
2597,Lolo,"FW,MF",1
2598,Diego Mariño,GK,1
2599,Fausto Rossi,MF,9
2600,Zakarya Bergdich,"DF,MF",26
2601,Stefan Mitrović,DF,28
2602,Gilberto García,"DF,MF",19
2603,Humberto Osorio,FW,19
2604,Heinz Barmettler,DF,25
2605,Zubi,MF,1
2606,André Leão,MF,3
2607,Johan Mojica,"DF,MF",19
2608,Chus Herrero,DF,1
2609,Roger Martí,FW,1
2610,Hernán Pérez,"FW,MF",43
2611,Túlio de Melo,FW,2
2612,Xavier Carmona,DF,1
2613,Iván Casado Ortiz,DF,1
2614,Guille Andrés,FW,1
2615,Jorge Hernández,MF,1
2616,Julio Iricibar,GK,1
2617,Juanpe,DF,1
2618,Marcelo Silva,DF,8
2619,Javi Moyano,DF,1
2620,Pedro Tiba,"FW,MF",3
2621,Nikolaos Karabelas,DF,55
2622,Guzmán Casaseca,MF,1
2623,Diego Rubio,"FW,MF",31
2624,Ángel,"DF,MF",1
2625,Bruno Varela,GK,3
2626,Anuar,MF,26
2627,Erik Moreno,FW,19
2628,Dani Espinar,MF,1
2629,Óscar Font,DF,1
2630,Dani Hernández,GK,1
2631,Cristian Moreno,DF,1
2632,Rody Zambrano,"DF,MF",61
2633,Luciano Balbi,DF,5
2634,Isaac Becerra,GK,1
2635,Álex Pérez,DF,1
2636,Alberto Guitián,"DF,MF",1
2637,Jaime Mata,"FW,MF",1
2638,Igor Lichnovsky,DF,31
2639,Pau Torres,GK,1
2640,Cristian Espinoza,MF,5
2641,Iván Salvador,"MF,FW",10
2642,Sergio Marcos,MF,1
2643,Markel Etxeberria,DF,1
2644,Renzo Zambrano,MF,53
2645,Antoñito,DF,1
2646,Óscar Plano,MF,1
2647,Fernando Calero,DF,1
2648,Toni Villa,MF,1
2649,Nacho,DF,1
2650,Giannis Gianniotas,MF,55
2651,Borja Herrera,DF,1
2652,Toni Martínez,FW,1
2653,Chris Ramos,FW,1
2654,David Mayoral,MF,1
2655,Luis Javier Suárez,FW,19
2656,Sulayman Marreh,"DF,MF",92
2657,Lukas Rotpuller,DF,24
2658,Rubén Alcaraz,MF,1
2659,Enes Ünal,FW,15
2660,Sergi Guardiola,FW,1
2661,Joaquín Fernández,"DF,MF",1
2662,Waldo Rubio,MF,1
2663,Daniele Verde,"MF,FW",9
2664,Stiven Plaza,"MF,FW",61
2665,Miguel,FW,1
2666,Hacen,MF,94
2667,Javier Aparicio,DF,1
2668,Samu Pérez,GK,1
2669,Mohammed Salisu,DF,17
2670,Fede San Emeterio,MF,1
2671,Pedro Porro,"DF,MF",1
2672,Federico Barba,DF,9
2673,Hatem Ben Arfa,"MF,FW",4
2674,Jorge de Frutos,"MF,DF",1
2675,Shon Weissman,FW,45
2676,Jawad El Yamiq,DF,26
2677,Luis Pérez,DF,1
2678,Saidy Janko,DF,92
2679,Kike Pérez,MF,1
2680,Jota,"MF,FW",3
2681,Miguel Ángel Rubio,DF,1
2682,Kuki,MF,1
2683,Oriol Rey,MF,1
2684,Sergio Benito,FW,1
2685,Fran Álvarez,MF,1
2686,Lucas Freitas,DF,2
2687,Sergio López,DF,1
2688,Mohamed Moukhliss ,MF,1
2689,Ignasi Vilarrasa,DF,1
2690,Álvaro Aguado,MF,1
2691,Gonzalo Plata,"MF,FW",61
2692,Iván Sánchez,"MF,FW",1
2693,Diogo Queirós,DF,3
2694,Josema,DF,1
2695,Iván Fresneda,DF,1
2696,Víctor Narro,FW,1
2697,Slavy,FW,65
2698,Samuel Casado,GK,1
2699,Dali,FW,1
2700,Sergio Ortuño,MF,1
2701,Kike Ríos,DF,1
2702,Pepe Reina,GK,1
2703,Rodolfo Arruabarrena,DF,5
2704,Quique Álvarez,DF,1
2705,Josico,"FW,MF",1
2706,Unai Vergara,DF,1
2707,Marcos Senna,MF,1
2708,Quique Medina,DF,1
2709,Antonio de Nigris,FW,20
2710,Jesús Galván,DF,1
2711,Iñaki Berruet,DF,1
2712,Javi Venta,DF,1
2713,Javier López Vallejo,GK,1
2714,Javi Gracia,MF,1
2715,Constantin Gâlcă,MF,51
2716,Rubén Reyes,MF,1
2717,Jesús Unanua,GK,1
2718,Xisco Nadal,"FW,MF",1
2719,José María Cases,MF,1
2720,Roger,MF,1
2721,Sonny Anderson,FW,2
2722,Sebastián Battaglia,MF,5
2723,Miguel Ángel Tena,DF,1
2724,Verza,MF,1
2725,Gonzalo Rodríguez,DF,5
2726,Armando Sá,DF,88
2727,Luciano Figueroa,FW,5
2728,Carlos Alcántara,DF,1
2729,Sebastián Viera,GK,8
2730,Alessio Tacchinardi,MF,9
2731,Guillermo Franco,FW,20
2732,Jan Kromkamp,DF,11
2733,Antonio Valencia,"DF,MF",61
2734,Óscar López Martínez,DF,1
2735,José Javier Rubio,MF,1
2736,Fabricio Fuentes,DF,5
2737,Pascal Cygan,DF,4
2738,Matías Fernández,MF,31
2739,Robert Pirès,"FW,MF",4
2740,Jon Dahl Tomasson,"FW,MF",7
2741,Bruno Soriano,MF,1
2742,Sebastián Eguren,MF,8
2743,Rio Mavuba,MF,4
2744,Juan Carlos,GK,1
2745,Jozy Altidore,FW,75
2746,Jordi Pablo,"FW,MF",1
2747,Mario Gaspar,DF,1
2748,Nilmar,FW,2
2749,Iván Marcano,DF,1
2750,David Fuster,MF,1
2751,Mateo Musacchio,DF,5
2752,Marco Ruben,FW,5
2753,Marcos Gullón,MF,1
2754,José Catalá,DF,1
2755,Wakaso,MF,17
2756,Carlos Tomás,DF,1
2757,Cristóbal,"DF,MF",1
2758,Nicki Bille Nielsen,FW,7
2759,Cristián Zapata,DF,19
2760,Alejandro Martinuccio,"FW,MF",5
2761,Moi Gómez,"FW,MF",1
2762,Gerard Bordas,"FW,MF",1
2763,Florian Lejeune,"DF,MF",4
2764,Olof Mellberg,"DF,MF",41
2765,Manu Trigueros,MF,1
2766,Jérémy Perbet,FW,4
2767,Javier Aquino,"DF,MF",20
2768,Héctor Canteros,MF,5
2769,Jorge Palatsí,GK,1
2770,Bojan Jokić,"DF,MF",32
2771,Aleksandar Pantić,DF,28
2772,Pablo Íñiguez,"DF,MF",1
2773,Joan Àngel Román,"FW,MF",1
2774,Eric Bailly,DF,35
2775,Javier Espinosa,MF,1
2776,Fran Sol,FW,1
2777,Aitor Fernández,GK,1
2778,Anton Shvets,MF,23
2779,Cédric Bakambu,FW,50
2780,Daniele Bonera,DF,9
2781,Adrián Marín,DF,1
2782,Miguel Juan Llambrich,DF,1
2783,Roberto Soriano,MF,9
2784,Nicola Sansone,FW,9
2785,Álvaro González,DF,1
2786,Alexandre Pato,FW,2
2787,Rafael Borré,FW,19
2788,Mario González,FW,1
2789,Aitor Cantalapiedra,"FW,MF",1
2790,Pablo Larrea,MF,1
2791,Dani Raba,"FW,MF",1
2792,Rúben Semedo,"DF,MF",3
2793,Roger Martínez,FW,19
2794,Chuca,MF,1
2795,Ramiro Guerra,MF,8
2796,Salem Al-Dawsari,MF,95
2797,Ander Cantero,GK,1
2798,Manu Morlanes,MF,1
2799,Ramiro Funes Mori,"DF,MF",5
2800,Karl Toko Ekambi,"FW,MF",36
2801,Samuel Chukwueze,"MF,FW",52
2802,Santiago Cáseres,MF,5
2803,Xavi Quintillà,DF,1
2804,José Castaño,DF,1
2805,Iván Martín,MF,1
2806,Andrei Ratiu,DF,51
2807,Andre-Frank Zambo Anguissa,MF,36
2808,Rubén Peña,DF,1
2809,Sofian Chakla,DF,26
2810,Alex Baena,MF,1
2811,Sergio Lozano,MF,1
2812,Miguel,DF,1
2813,Antonio Pacheco,MF,1
2814,Juan Foyth,"DF,MF",5
2815,Yeremi Pino,"MF,FW",1
2816,Álex Millán,FW,1
2817,Iker Álvarez,GK,96
2818,José Cabrera,DF,1
2819,Carlo,MF,1
2820,Filip Jörgensen,GK,7
2821,Étienne Capoue,MF,4
2822,Arnaut Groeneveld,FW,11
2823,Boulaye Dia,FW,34
2824,Serge Aurier,DF,35
2825,Nicolas Jackson,"FW,MF",34
2826,Nikita Iosifov,MF,23
2827,Arana,FW,1
2828,Jorge Cuenca,DF,1
2829,﻿José Moratón,DF,1
2830,Erwin Lemmens,GK,27
2831,Javi Pineda,DF,1
2832,Yossi Benayoun,MF,45
2833,Ismael Ruiz,MF,1
2834,Neru,DF,1
2835,Sietes,DF,1
2836,David Coromina,DF,1
2837,Txiki,MF,1
2838,José María Ceballos,GK,1
2839,Pablo Lago,MF,1
2840,Pablo Sierra,MF,1
2841,Fernando Morán,MF,1
2842,Ilan Bakhar,DF,45
2843,Borja,GK,1
2844,Daniel Sarabia i Ricart,FW,1
2845,Messias Conceição Dos Santos,MF,2
2846,Icham Mouissi,DF,37
2847,Nacho Rodríguez,FW,1
2848,Edu Aguilar,MF,1
2849,Cristian Álvarez,"DF,MF",5
2850,Omri Afek,"DF,MF",45
2851,Raúl del Campo,FW,1
2852,Oriol Lozano,DF,1
2853,Hoalid Regragui,"DF,MF",26
2854,Frantz Bertin,"DF,MF",47
2855,Alessandro Pierini,DF,9
2856,Argel Fucks,DF,2
2857,Toño,GK,1
2858,Pablo Pinillos Caro,DF,1
2859,Óscar Serrano,MF,1
2860,Stéphane Dalmat,MF,4
2861,Samuel,DF,1
2862,Wilfried Dalmat,"FW,MF",97
2863,Cristian Portilla,MF,1
2864,Lee Ho-jin,"DF,FW",30
2865,Juan José Valencia,GK,1
2866,Álex García,MF,1
2867,Christian,DF,1
2868,Roberto Platero,FW,1
2869,Fernando de Abreu Ferreira,DF,2
2870,Euzebiusz Smolarek,"FW,MF",14
2871,Mohamed Tchité,FW,98
2872,Iván Bolado,FW,10
2873,Fabio Coltorti,GK,39
2874,Sergio Órteman,MF,8
2875,Luisma,"FW,MF",1
2876,Damián Ísmodes,MF,57
2877,László Sepsi,DF,51
2878,Edu Bedia,MF,1
2879,Jorge Gonçalves,"FW,MF",3
2880,Jesús Berrocal,FW,1
2881,Uri Santos,FW,1
2882,José Picón,DF,1
2883,Marc Torrejón,DF,1
2884,Papakouli Diop,MF,34
2885,Henrique,DF,2
2886,Nasief Morris,DF,60
2887,Osmar,"DF,MF",1
2888,Mario Ortiz Ruiz,MF,1
2889,Kennedy Bakircioglü,MF,41
2890,Francis,"DF,MF",1
